city,country,admin_name
Cacheu,Guinea-Bissau,Cacheu
Sharon Hill,United States,Pennsylvania
Media,United States,Pennsylvania
New Brighton,United States,Pennsylvania
Kerema,Papua New Guinea,Gulf
Surfside,United States,Florida
Rochelle Park,United States,New Jersey
Partesh,Kosovo,Partesh
Salavan,Laos,Salavan
Deer Park,United States,Ohio
Kazlų Rūda,Lithuania,Kazlų Rūdos
Qubadlı,Azerbaijan,Qubadlı
Kruševo,Macedonia,Kruševo
Belmar,United States,New Jersey
Caazapá,Paraguay,Caazapá
Shaw Heights,United States,Colorado
Palm Springs North,United States,Florida
Molėtai,Lithuania,Molėtai
Thaba-Tseka,Lesotho,Thaba-Tseka
Waipio Acres,United States,Hawaii
Qal‘ah-ye Now,Afghanistan,Bādghīs
South Highpoint,United States,Florida
Xagħra,Malta,Xagħra
Friendship Heights Village,United States,Maryland
Kaser,United States,New York
Añasco,Puerto Rico,Puerto Rico
L’Epiphanie,Canada,Quebec
Kalangala,Uganda,Kalangala
Edgewater,United States,Colorado
Palé,Equatorial Guinea,Annobón
Kensington,United States,California
Shillington,United States,Pennsylvania
Ros Comáin,Ireland,Roscommon
Albina,Suriname,Marowijne
Wangdue Phodrang,Bhutan,Wangdue Phodrang
Santa Isabel,Puerto Rico,Puerto Rico
Pembroke,Malta,Pembroke
Albertson,United States,New York
Highwood,United States,Illinois
Ķekava,Latvia,Ķekavas Novads
Cutler,United States,California
Naguabo,Puerto Rico,Puerto Rico
Slovenske Konjice,Slovenia,Slovenske Konjice
Twin Lakes,United States,California
Kanifing,"Gambia, The",Banjul
Broadmoor,United States,California
Liquiçá,Timor-Leste,Liquiçá
Smiltene,Latvia,Smiltenes Novads
Bret Harte,United States,California
Peñuelas,Puerto Rico,Puerto Rico
Glendale,United States,Colorado
Turtle Creek,United States,Pennsylvania
Nadur,Malta,Nadur
Carle Place,United States,New York
Gədəbəy,Azerbaijan,Gədəbəy
Kenneth City,United States,Florida
Tara Hills,United States,California
Skuodas,Lithuania,Skuodas
South Pasadena,United States,Florida
Ilulissat,Greenland,Qaasuitsup
Montréal-Ouest,Canada,Quebec
Vrapčište,Macedonia,Vrapčište
Salinas,Puerto Rico,Puerto Rico
Žalec,Slovenia,Žalec
Mechanicville,United States,New York
Punta Gorda,Belize,Toledo
Punakha,Bhutan,Punakha
Šakiai,Lithuania,Šakiai
Samtse,Bhutan,Samtse
Aībak,Afghanistan,Samangān
Bled,Slovenia,Bled
Mauren,Liechtenstein,Mauren
Iklin,Malta,Iklin
Šentjur,Slovenia,Šentjur
Floriana,Malta,Floriana
Kiambu,Kenya,Kiambu
Nieuw Amsterdam,Suriname,Commewijne
Carnikava,Latvia,Carnikavas Novads
Bolama,Guinea-Bissau,Bolama/Bijagós
Eschen,Liechtenstein,Eschen
Irig,Serbia,Irig
Puerto Lempira,Honduras,Gracias a Dios
Klaksvík,Faroe Islands,
Kuala Belait,Brunei,Belait
Bururi,Burundi,Bururi
Ta Khmau,Cambodia,Kandal
Čoka,Serbia,Čoka
Kalkara,Malta,Kalkara
Hưng Yên,Vietnam,Hưng Yên
Šilalė,Lithuania,Šilalė
Pakruojis,Lithuania,Pakruojis
Bradford,United Kingdom,Bradford
Imqabba,Malta,Imqabba
Bueng Kan,Thailand,Bueng Kan
Sevnica,Slovenia,Sevnica
San Ġwann,Malta,San Ġwann
Valka,Latvia,Valkas Novads
Remich,Luxembourg,Remich
Rumphi,Malawi,Rumphi
Dravograd,Slovenia,Dravograd
Valandovo,Macedonia,Valandovo
Şuşa,Azerbaijan,Şuşa
Trakai,Lithuania,Trakai
Radlje ob Dravi,Slovenia,Radlje ob Dravi
Šempeter pri Gorici,Slovenia,Šempeter-Vrtojba
Black River,Jamaica,Saint Elizabeth
Tecax,Mexico,Yucatán
Ilirska Bistrica,Slovenia,Ilirska Bistrica
Ozolnieki,Latvia,Ozolnieku Novads
Gudja,Malta,Gudja
Cerknica,Slovenia,Cerknica
Marsaxlokk,Malta,Marsaxlokk
Laško,Slovenia,Laško
Ruše,Slovenia,Ruše
Želino,Macedonia,Želino
Dingli,Malta,Dingli
Calheta de São Miguel,Cabo Verde,São Miguel
Bensonville,Liberia,Montserrado
Kirkop,Malta,Kirkop
Grevenmacher,Luxembourg,Grevenmacher
Tearce,Macedonia,Tearce
Għargħur,Malta,Għargħur
Žiri,Slovenia,Žiri
Gornja Radgona,Slovenia,Gornja Radgona
San Ġiljan,Malta,San Ġiljan
Švenčionys,Lithuania,Švenčionys
Aizpute,Latvia,Aizputes Novads
Wabag,Papua New Guinea,Enga
Xewkija,Malta,Xewkija
Trebnje,Slovenia,Trebnje
Ağdam,Azerbaijan,Ağdam
Kärdla,Estonia,Hiiumaa
Bugiri,Uganda,Bugiri
Kaberamaido,Uganda,Kaberamaido
Piran,Slovenia,Piran
Kalvarija,Lithuania,Kalvarijos
Makedonski Brod,Macedonia,Makedonski Brod
Janjanbureh,"Gambia, The",Central River
Cankuzo,Burundi,Cankuzo
Piņķi,Latvia,Babītes Novads
Moroto,Uganda,Moroto
Gambēla,Ethiopia,Gambēla Hizboch
Baldone,Latvia,Baldones Novads
Massenya,Chad,Chari-Baguirmi
Imġarr,Malta,Imġarr
Lazdijai,Lithuania,Lazdijai
Ankaran,Slovenia,Ankaran
Grobiņa,Latvia,Grobiņas Novads
Thinadhoo,Maldives,Huvadhu Atholhu Dhekunuburi
Imtarfa,Malta,Imtarfa
Funadhoo,Maldives,Miladhunmadulu Uthuruburi
Cantemir,Moldova,Cantemir
Xgħajra,Malta,Xgħajra
Alibunar,Serbia,Alibunar
Demir Kapija,Macedonia,Demir Kapija
Kandava,Latvia,Kandavas Novads
Aasiaat,Greenland,Qaasuitsup
Qrendi,Malta,Qrendi
Lenart v Slovenskih Goricah,Slovenia,Lenart
Ulbroka,Latvia,Stopiņu Novads
Mežica,Slovenia,Mežica
Groningen,Suriname,Saramacca
Pehčevo,Macedonia,Pehčevo
Metlika,Slovenia,Metlika
Qaqortoq,Greenland,Kujalleq
Saulkrasti,Latvia,Saulkrastu Novads
Louang Namtha,Laos,Louangnamtha
Għajnsielem,Malta,Għajnsielem
Kaabong,Uganda,Kaabong
Kulhudhuffushi,Maldives,Thiladhunmathee Dhekunuburi
Rietavas,Lithuania,Rietavo
Mullingar,Ireland,Westmeath
Porto Inglês,Cabo Verde,Maio
Cambridge,United Kingdom,Cambridgeshire
Borovnica,Slovenia,Borovnica
Safi,Malta,Safi
Lethem,Guyana,Upper Takutu-Upper Essequibo
Dhihdhoo,Maldives,Thiladhunmathee Uthuruburi
Balaka,Malawi,Balaka
Mabaruma,Guyana,Barima-Waini
Mandalgovĭ,Mongolia,Dundgovĭ
Lendava,Slovenia,Lendava
Vojnik,Slovenia,Vojnik
Brvenica,Macedonia,Brvenica
Kudahuvadhoo,Maldives,Nilandhe Atholhu Dhekunuburi
Pļaviņas,Latvia,Pļaviņu Novads
Kapchorwa,Uganda,Kapchorwa
São Domingos,Cabo Verde,São Domingos
Arima,Trinidad And Tobago,Arima
Novo Selo,Macedonia,Novo Selo
Rasdhoo,Maldives,Ari Atholhu Uthuruburi
Kerewan,"Gambia, The",North Bank
Brocēni,Latvia,Brocēnu Novads
Petrovec,Macedonia,Petrovec
Kolonia,"Micronesia, Federated States Of",Pohnpei
Viļāni,Latvia,Viļānu Novads
Vevčani,Macedonia,Vevčani
Al Wakrah,Qatar,Al Wakrah
Tallaght,Ireland,South Dublin
Lipkovo,Macedonia,Lipkovo
Barclayville,Liberia,Grand Kru
Rūjiena,Latvia,Rūjienas Novads
Triesenberg,Liechtenstein,Triesenberg
Sannat,Malta,Sannat
Qala,Malta,Qala
Kllokot,Kosovo,Kllokot
Cestos City,Liberia,River Cess
Tofol,"Micronesia, Federated States Of",Kosrae
Bundibugyo,Uganda,Bundibugyo
Demir Hisar,Macedonia,Demir Hisar
Ruggell,Liechtenstein,Ruggell
Salacgrīva,Latvia,Salacgrīvas Novads
Plasnica,Macedonia,Plasnica
Koknese,Latvia,Kokneses Novads
Rosoman,Macedonia,Rosoman
Garoowe,Somalia,Nugaal
Mogila,Macedonia,Mogila
Fuerte Olimpo,Paraguay,Alto Paraguay
Beltinci,Slovenia,Beltinci
Skrīveri,Latvia,Skrīveru Novads
Krivogaštani,Macedonia,Krivogaštani
Banlung,Cambodia,Ratanakiri
Phủ Lý,Vietnam,Hà Nam
Nida,Lithuania,Neringa
Wicklow,Ireland,Wicklow
Zrnovci,Macedonia,Zrnovci
Birštonas,Lithuania,Birštono
Naklo,Slovenia,Naklo
Kerċem,Malta,Kerċem
Laçın,Azerbaijan,Laçın
Thulusdhoo,Maldives,Maale Atholhu
Clonmel,Ireland,Tipperary
Wexford,Ireland,Wexford
Auce,Latvia,Auces Novads
Vasilevo,Macedonia,Vasilevo
Gradsko,Macedonia,Gradsko
Marka,Somalia,Shabeellaha Hoose
Priekuļi,Latvia,Priekuļu Novads
Viligili,Maldives,Huvadhu Atholhu Uthuruburi
Cidade Velha,Cabo Verde,Ribeira Grande de Santiago
Ilūkste,Latvia,Ilūkstes Novads
Roja,Latvia,Rojas Novads
Chiradzulu,Malawi,Chiradzulu
Victoria,Malta,Rabat (Ghawdex)
Bariadi,Tanzania,Simiyu
Ķegums,Latvia,Ķeguma Novads
Onverwacht,Suriname,Para
Same,Timor-Leste,Manufahi
Hoima,Uganda,Hoima
Geita,Tanzania,Geita
Garkalne,Latvia,Garkalnes Novads
Vipava,Slovenia,Vipava
Vecumnieki,Latvia,Vecumnieku Novads
Inčukalns,Latvia,Inčukalna Novads
Ambrolauri,Georgia,Rach’a-Lechkhumi da Kvemo Svaneti
Radeče,Slovenia,Radeče
Kabarnet,Kenya,Baringo
Jagodina,Serbia,Jagodina
Mukono,Uganda,Mukono
Ormož,Slovenia,Ormož
Vuzenica,Slovenia,Vuzenica
Munxar,Malta,Munxar
Migori,Kenya,Migori
Žabljak,Montenegro,Žabljak
Gamprin,Liechtenstein,Gamprin
Kārsava,Latvia,Kārsavas Novads
Kerugoya,Kenya,Kirinyaga
Yumbe,Uganda,Yumbe
Fontana,Malta,Fontana
Skrunda,Latvia,Skrundas Novads
Dagda,Latvia,Dagdas Novads
Paola,Malta,Paola
Sihanoukville,Cambodia,Sihanoukville
Buchanan,Liberia,Grand Bassa
Għarb,Malta,Għarb
Odranci,Slovenia,Odranci
Priekule,Latvia,Priekules Novads
La Palma,Panama,Darién
Hithadhoo,Maldives,Addu Atholhu
Bosilovo,Macedonia,Bosilovo
Mālpils,Latvia,Mālpils Novads
Vĩnh Yên,Vietnam,Vĩnh Phúc
Dar Naim,Mauritania,Nouakchott Nord
Jaunjelgava,Latvia,Jaunjelgavas Novads
Iten,Kenya,Elgeyo/Marakwet
Veymandoo,Maldives,Kolhumadulu
Šentjernej,Slovenia,Šentjernej
Phalombe,Malawi,Phalombe
Varakļāni,Latvia,Varakļānu Novads
Nyamira,Kenya,Nyamira
Ērgļi,Latvia,Ērgļu Novads
Machinga,Malawi,Machinga
Totness,Suriname,Coronie
Longford,Ireland,Longford
Ropaži,Latvia,Ropažu Novads
Auki,Solomon Islands,Malaita
Trim,Ireland,Meath
Felidhoo,Maldives,Felidhu Atholhu
Aioun,Mauritania,Hodh el Gharbi
Xuddur,Somalia,Bakool
Kasaali,Uganda,Rakai
Šabac,Serbia,Šabac
Bovec,Slovenia,Bovec
Nilandhoo,Maldives,Nilandhe Atholhu Uthuruburi
Kirakira,Solomon Islands,Makira and Ulawa
Vaiņode,Latvia,Vaiņodes Novads
Carrick on Shannon,Ireland,Leitrim
Viesīte,Latvia,Viesītes Novads
Staro Nagoričane,Macedonia,Staro Nagoričane
Lubāna,Latvia,Lubānas Novads
Foammulah,Maldives,Fuvammulah
Bu’aale,Somalia,Jubbada Dhexe
Tullamore,Ireland,Offaly
Fomboni,Comoros,Mohéli
Rankovce,Macedonia,Rankovce
Kurunegala,Sri Lanka,North Western
Xocalı,Azerbaijan,Xocalı
Oshakati,Namibia,Oshana
Murang’a,Kenya,Murang’a
Novaci,Macedonia,Novaci
Dundaga,Latvia,Dundagas Novads
Schellenberg,Liechtenstein,Schellenberg
Bududa,Uganda,Bududa
Żebbuġ,Malta,Żebbuġ
Santo António,Sao Tome And Principe,Príncipe
Konče,Macedonia,Konče
Mērsrags,Latvia,Mērsraga Novads
Sotik Post,Kenya,Bomet
Obleševo,Macedonia,Češinovo-Obleševo
Jegunovce,Macedonia,Jegunovce
Vreed-en-Hoop,Guyana,Essequibo Islands-West Demerara
Zilupe,Latvia,Zilupes Novads
Escaldes-Engordany,Andorra,Escaldes-Engordany
Gornji Milanovac,Serbia,Gornji Milanovac
Tam Kỳ,Vietnam,Quảng Nam
Cesvaine,Latvia,Cesvaines Novads
Radovljica,Slovenia,Radovljica
Rauna,Latvia,Raunas Novads
Viļaka,Latvia,Viļakas Novads
Weno,"Micronesia, Federated States Of",Chuuk
Taro,Solomon Islands,Choiseul
Oranjestad,Netherlands,
Belčišta,Macedonia,Debarca
Naxxar,Malta,Naxxar
Trbovlje,Slovenia,Trbovlje
Ragana,Latvia,Krimuldas Novads
Muli,Maldives,Felidhu Atholhu
Ar Rayyān,Qatar,Ar Rayyān
Wakiso,Uganda,Wakiso
Mazsalaca,Latvia,Mazsalacas Novads
Ivančna Gorica,Slovenia,Ivančna Gorica
Rogaška Slatina,Slovenia,Rogaška Slatina
Lyantonde,Uganda,Lyantonde
Aloja,Latvia,Alojas Novads
Aïn Temouchent,Algeria,Aïn Temouchent
Serravalle,San Marino,Serravalle
Kobarid,Slovenia,Kobarid
‘Amrān,Yemen,‘Amrān
Halba,Lebanon,Aakkâr
Andrijevica,Montenegro,Andrijevica
Nenagh,Ireland,Tipperary
Līgatne,Latvia,Līgatnes Novads
Aknīste,Latvia,Aknīstes Novads
Nereta,Latvia,Neretas Novads
Chikwawa,Malawi,Chikwawa
Strenči,Latvia,Strenču Novads
Kasungu,Malawi,Kasungu
Labuan,Malaysia,Labuan
Lata,Solomon Islands,Temotu
Nīca,Latvia,Nīcas Novads
Požega,Serbia,Požega
Lozovo,Macedonia,Lozovo
Kocēni,Latvia,Kocēnu Novads
Picos,Cabo Verde,São Salvador do Mundo
San Lawrenz,Malta,San Lawrenz
An Cabhán,Ireland,Cavan
Dolneni,Macedonia,Dolneni
Fonadhoo,Maldives,Hadhdhunmathi
Žirovnica,Slovenia,Žirovnica
Manadhoo,Maldives,Miladhunmadulu Dhekunuburi
Ponta do Sol,Cabo Verde,Ribeira Grande
Krupanj,Serbia,Krupanj
Lebane,Serbia,Lebane
Štore,Slovenia,Štore
Jaunpiebalga,Latvia,Jaunpiebalgas Novads
Siaya,Kenya,Siaya
Rostuša,Macedonia,Mavrovo i Rostuša
Cerklje na Gorenjskem,Slovenia,Cerklje na Gorenjskem
Isale,Burundi,Bujumbura Rural
Šoštanj,Slovenia,Šoštanj
Điện Biên Phủ,Vietnam,Điện Biên
P’yŏngsŏng,"Korea, North",P’yŏngnam
Pāvilosta,Latvia,Pāvilostas Novads
Centar Župa,Macedonia,Centar Župa
Aglona,Latvia,Aglonas Novads
Scarborough,Trinidad And Tobago,Tobago
Diego Martin,Trinidad And Tobago,Diego Martin
Vladičin Han,Serbia,Vladičin Han
Ape,Latvia,Apes Novads
Jaunpils,Latvia,Jaunpils Novads
Knjaževac,Serbia,Knjaževac
Ljubovija,Serbia,Ljubovija
Smederevska Palanka,Serbia,Smederevska Palanka
Zelenikovo,Macedonia,Zelenikovo
Čučer-Sandevo,Macedonia,Čučer-Sandevo
Imdina,Malta,Imdina
Mahonda,Tanzania,Zanzibar North
Eenhana,Namibia,Ohangwena
Mali Zvornik,Serbia,Mali Zvornik
Point Fortin,Trinidad And Tobago,Point Fortin
Kostanjevica na Krki,Slovenia,Kostanjevica na Krki
Port Laoise,Ireland,Laois
Surdulica,Serbia,Surdulica
Požarevac,Serbia,Požarevac
Širvintos,Lithuania,Širvintos
Mayuge,Uganda,Mayuge
Varaždin,Croatia,Varaždinska Županija
Zaječar,Serbia,Zaječar
Lakatoro,Vanuatu,Malampa
Dowa,Malawi,Dowa
Hvalba,Faroe Islands,
Castlebar,Ireland,Mayo
Aïn Defla,Algeria,Aïn Defla
Riebiņi,Latvia,Riebiņu Novads
Mādabā,Jordan,Ma’dabā
Sélibaby,Mauritania,Guidimaka
Asaba,Nigeria,Delta
Prebold,Slovenia,Prebold
Tulagi,Solomon Islands,Central
Pilsrundāle,Latvia,Rundāles Novads
Miklavž na Dravskem Polju,Slovenia,Miklavž na Dravskem Polju
Aranguez,Trinidad And Tobago,San Juan/Laventille
Alsunga,Latvia,Alsungas Novads
Karbinci,Macedonia,Karbinci
Bangar,Brunei,Temburong
Mozirje,Slovenia,Mozirje
Rumonge,Burundi,Rumonge
Paraćin,Serbia,Paraćin
Naukšēni,Latvia,Naukšēnu Novads
Bulambuli,Uganda,Bulambuli
Borgo Maggiore,San Marino,Borgo Maggiore
Maracha,Uganda,Maracha
Luwero,Uganda,Luwero
Kapenguria,Kenya,West Pokot
Smārde,Latvia,Engures Novads
Polzela,Slovenia,Polzela
The Bottom,Netherlands,
Yenagoa,Nigeria,Bayelsa
Namayingo,Uganda,Namayingo
Lučani,Serbia,Lučani
Suong,Cambodia,Tbong Khmum
Għasri,Malta,Għasri
Gllogovc,Kosovo,Gllogovc
Smederevo,Serbia,Smederevo
Đồng Xoài,Vietnam,Bình Phước
Mila,Algeria,Mila
Al Buraymī,Oman,Al Buraymī
Đà Lạt,Vietnam,Lâm Đồng
Luuka Town,Uganda,Luuka
Kabugao,Philippines,Apayao
Planken,Liechtenstein,Planken
Spodnje Hoče,Slovenia,Hoče-Slivnica
Selnica ob Dravi,Slovenia,Selnica ob Dravi
Aleksinac,Serbia,Aleksinac
Despotovac,Serbia,Despotovac
Jincheng,Taiwan,Kinmen
Šmartno,Slovenia,Šmartno pri Litiji
Cibitoke,Burundi,Cibitoke
Medvode,Slovenia,Medvode
Kibuku,Uganda,Kibuku
Bupoto,Uganda,Manafwa
Lai Châu,Vietnam,Lai Châu
Neno,Malawi,Neno
Moravče,Slovenia,Moravče
Apac,Uganda,Apac
Rucava,Latvia,Rucavas Novads
Kladovo,Serbia,Kladovo
Skopun,Faroe Islands,
Kanal,Slovenia,Kanal
Rugāji,Latvia,Rugāju Novads
Sankt Pölten,Austria,Niederösterreich
Gornji Petrovci,Slovenia,Gornji Petrovci
Nazarje,Slovenia,Nazarje
Mengeš,Slovenia,Mengeš
Zreče,Slovenia,Zreče
Preddvor,Slovenia,Preddvor
Rubirizi,Uganda,Rubirizi
Vwawa,Tanzania,Mbeya
Pirot,Serbia,Pirot
Domagnano,San Marino,Domagnano
Vecpiebalga,Latvia,Vecpiebalgas Novads
Busesa,Uganda,Iganga
Poljčane,Slovenia,Poljčane
Vlasotince,Serbia,Vlasotince
Koani,Tanzania,Zanzibar Central/South
Dhuusamarreeb,Somalia,Galguduud
Šmarje,Slovenia,Šmarje pri Jelšah
Mūrmuiža,Latvia,Beverīnas Novads
Komenda,Slovenia,Komenda
Baltinava,Latvia,Baltinavas Novads
Fada,Chad,Ennedi-Ouest
Škofljica,Slovenia,Škofljica
Crna Trava,Serbia,Crna Trava
Brezovica,Slovenia,Brezovica
Buala,Solomon Islands,Isabel
Buikwe,Uganda,Buikwe
Kagadi,Uganda,Kibaale
Burtnieki,Latvia,Burtnieku Novads
Muta,Slovenia,Muta
Radenci,Slovenia,Radenci
Hvannasund,Faroe Islands,
Log,Slovenia,Log-Dragomer
Colonia,"Micronesia, Federated States Of",Yap
Tišina,Slovenia,Tišina
Spodnji Duplek,Slovenia,Duplek
Bushenyi,Uganda,Buhweju
Lieģi,Latvia,Durbes Novads
Acquaviva,San Marino,Acquaviva
Kon Tum,Vietnam,Kon Tum
Ash Shīḩānīyah,Qatar,Ar Rayyān
Kaliro,Uganda,Kaliro
Ljutomer,Slovenia,Ljutomer
Prokuplje,Serbia,Prokuplje
Batočina,Serbia,Batočina
Afega,Samoa,Tuamasaga
Umm Şalāl ‘Alī,Qatar,Umm Şalāl
Aileu,Timor-Leste,Aileu
Oplotnica,Slovenia,Oplotnica
Fiorentino,San Marino,Fiorentino
Butebo,Uganda,Pallisa
Akjoujt,Mauritania,Inchiri
Namutumba,Uganda,Namutumba
Debe,Trinidad And Tobago,Penal/Debe
Stalbe,Latvia,Pārgaujas Novads
Star Dojran,Macedonia,Dojran
Miragoâne,Haiti,Nippes
Lukovica,Slovenia,Lukovica
Dogbo,Benin,Couffo
Šmartno,Slovenia,Šmartno ob Paki
Abakaliki,Nigeria,Ebonyi
Manafwa,Uganda,Manafwa
Dimitrovgrad,Serbia,Dimitrovgrad
Tērvete,Latvia,Tērvetes Novads
Šenčur,Slovenia,Šenčur
Ibanda,Uganda,Ibanda
Mirna,Slovenia,Mirna
Rače,Slovenia,Rače-Fram
Wote,Kenya,Makueni
Mwatate,Kenya,Taita/Taveta
Vitanje,Slovenia,Vitanje
Doljevac,Serbia,Doljevac
Rukungiri,Uganda,Rukungiri
Lifford,Ireland,Donegal
Isangel,Vanuatu,Tafea
Koprivnica,Croatia,Koprivničko-Križevačka Županija
Toftir,Faroe Islands,
Gombe,Uganda,Butambala
Montegiardino,San Marino,Montegiardino
Kyenjojo,Uganda,Kyenjojo
Porkeri,Faroe Islands,
‘Ajlūn,Jordan,‘Ajlūn
Velika Plana,Serbia,Velika Plana
Az̧ Z̧a‘āyin,Qatar,Az̧ Z̧a‘āyin
Al Jabīn,Yemen,Raymah
Mitoma,Uganda,Mitooma
Kalungu,Uganda,Kalungu
Svilajnac,Serbia,Svilajnac
Aḑ Ḑāli‘,Yemen,Aḑ Ḑāli‘
Santa Cruz,Philippines,Laguna
Santa Luċija,Malta,Santa Luċija
Majšperk,Slovenia,Majšperk
Bukomansimbi,Uganda,Bukomansimbi
Svrljig,Serbia,Svrljig
Horjul,Slovenia,Horjul
Luče,Slovenia,Luče
Spodnja Hajdina,Slovenia,Hajdina
Nelspruit,South Africa,Mpumalanga
Šid,Serbia,Šid
Negotin,Serbia,Negotin
Kajiado,Kenya,Kajiado
Vodice,Slovenia,Vodice
Rubanda,Uganda,Kabale
Waitangi,New Zealand,Chatham Islands
Dapaong,Togo,Savanes
Pivka,Slovenia,Pivka
Braslovče,Slovenia,Braslovče
Butaleja,Uganda,Butaleja
Sakété,Benin,Plateau
Tivat,Montenegro,Tivat
Lovrenc na Pohorju,Slovenia,Lovrenc na Pohorju
Črna na Koroškem,Slovenia,Črna na Koroškem
Pesnica,Slovenia,Pesnica
Serere,Uganda,Serere
Amuria,Uganda,Amuria
Kenge,Congo (Kinshasa),Kwango
Nsiika,Uganda,Buhweju
Bojnik,Serbia,Bojnik
Kibiito,Uganda,Kabarole
Kibingo,Uganda,Sheema
Capellen,Luxembourg,Capellen
Bukedea,Uganda,Bukedea
Dobrna,Slovenia,Dobrna
Samraong,Cambodia,Oddar Meanchey
Ntara,Uganda,Kamwenge
Wiltz,Luxembourg,Wiltz
Binyin,Uganda,Kween
Šentilj,Slovenia,Šentilj
Kaédi,Mauritania,Gorgol
Sārī,Iran,Māzandarān
Vransko,Slovenia,Vransko
Šentrupert,Slovenia,Šentrupert
Mparo,Uganda,Kabale
Bistrica ob Sotli,Slovenia,Bistrica ob Sotli
Kinoni,Uganda,Sheema
Ol Kalou,Kenya,Nyandarua
Logatec,Slovenia,Logatec
Kole,Uganda,Kole
Tržič,Slovenia,Tržič
Żebbuġ,Malta,Żebbuġ (Ghawdex)
Bohinjska Bistrica,Slovenia,Bohinj
Zombo,Uganda,Zombo
Narok,Kenya,Narok
Rakai,Uganda,Rakai
Encamp,Andorra,Encamp
Lwengo,Uganda,Lwengo
Trzin,Slovenia,Trzin
Rečica,Slovenia,Rečica ob Savinji
Heydərabad,Azerbaijan,Sədərək
Gorišnica,Slovenia,Gorišnica
