vendor_no,vendor_name,vendor_city,country,region,order_no,order_date,delivery_no,promised_date,delivery_date,days_variance,otd_ld
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/0730,2021-02-18,M20020315,2021-12-07,2021-11-07,-114,"Late Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/1733,2021-06-14,00345655,2021-09-07,2021-08-07,122,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/1733,2021-06-14,00345677,2021-09-07,2021-08-07,122,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB21/1635,2021-01-06,40063519,2021-06-07,2021-05-07,123,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0560,2020-10-16,02271822,2021-06-14,2021-06-13,146,"On-Time Delivery"
K00033,"Bezet-Werk GmbH",Berlin,"United States","North America",EB21/1533,2021-05-17,KP0064C015,2021-06-17,2021-06-16,2,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0560,2020-10-16,02271822,2021-06-14,2021-06-13,146,"On-Time Delivery"
K00018,Germania-Werk,Berlin,"United States","North America",EB21/0051,2021-01-14,27901267,2021-10-06,2021-09-06,-83,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/1413,2021-02-17,KU00322240,2021-09-06,2021-08-06,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1347,2021-01-15,27601528,2021-04-06,2021-03-06,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1070,2021-04-14,KU00022235,2021-05-18,2021-05-17,0,"On-Time Delivery"
K01282,"NOVAPAX - Kunststofftechnik",Berlin,"United States","North America",EB21/1440,2021-05-05,M20020270,2021-12-05,2021-11-05,30,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/1207,2021-01-20,KU00034994,2021-12-05,2021-11-05,30,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/0914,2021-04-16,M20020104,2021-10-05,2021-06-05,122,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/0190,2021-01-13,24000007,2021-07-05,2021-06-05,-31,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/0190,2021-01-13,24000001,2021-07-05,2021-06-05,-31,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1054,2021-04-16,27602408,2021-07-05,2021-06-05,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1156,2021-04-19,KP0064C108,2021-07-05,2021-06-05,30,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/0534,2021-02-18,17000186,2021-04-19,2021-04-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/0873,2021-02-04,KS00520711-1,2021-04-16,2021-04-15,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/0874,2021-02-04,KS00525009-1,2021-04-16,2021-04-15,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0810,2021-03-19,27601531,2021-04-14,2021-04-13,3,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2109,2020-09-18,18034906,2021-04-14,2021-04-13,3,"On-Time Delivery"
K00011,"SCHERDEL Berlin GmbH & Co. KG",Berlin,"United States","North America",EB21/0533,2021-02-03,17000183,2021-09-04,2021-08-04,-113,"Late Delivery"
K00011,"SCHERDEL Berlin GmbH & Co. KG",Berlin,"United States","North America",EB21/0360,2021-04-02,17000183,2021-09-04,2021-08-04,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0647,2021-02-03,17200132,2021-07-04,2021-06-04,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0489,2021-02-17,38000465,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0460,2021-03-03,ABB0038943,2021-03-17,2021-03-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0421,2021-03-03,38001158,2021-03-17,2021-03-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0054,2021-01-14,38001147,2021-10-02,2021-09-02,91,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2505,2020-10-12,17200125,2021-01-15,2021-01-14,-1,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063526,2021-01-13,2021-12-01,-320,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063527,2021-01-13,2021-12-01,-320,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063529,2021-01-13,2021-12-01,-320,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2356,2020-09-12,KU00022240-1,2021-01-13,2021-12-01,-322,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB20/2119,2020-02-11,17200124,2020-09-12,2020-08-12,31,"On-Time Delivery"
K02440,"B. Grauel GmbH",Berlin,"United States","North America",EB20/1630,2020-08-09,00986648,2020-09-14,2020-09-13,5,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB20/1282,2020-07-17,00345655,2020-12-08,2020-11-08,30,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB20/1282,2020-07-17,00345677,2020-12-08,2020-11-08,30,"On-Time Delivery"
K04374,"Dr. Kieburg GmbH",Berlin,"United States","North America",EB20/0705,2020-07-05,KP0064B323,2020-05-13,2020-12-05,424,"On-Time Delivery"
K04374,"Dr. Kieburg GmbH",Berlin,"United States","North America",EB20/0705,2020-04-17,KP0064B321,2020-05-13,2020-12-05,424,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/0803,2020-03-04,40063527,2020-07-05,2020-06-05,-21,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/0803,2020-03-04,40063526,2020-07-05,2020-06-05,-21,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0739,2020-03-13,KU00022240-1,2020-04-20,2020-04-19,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0607,2020-01-04,27601088,2020-04-15,2020-04-14,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0100M659,2020-08-04,2020-07-04,62,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0026M935,2020-08-04,2020-07-04,-30,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0064C108,2020-08-04,2020-07-04,62,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0569,2020-02-03,00451187,2020-06-04,2020-05-04,-61,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0383,2020-02-19,28000916,2020-04-03,2020-03-03,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001110,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001109,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001108,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001107,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001106,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001105,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001104,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001103,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001102,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001101,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-05-02,KP00001098,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-05-02,KP00001097,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001096,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/0294,2020-06-01,18004656,2020-11-02,2020-09-02,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/1921,2020-06-01,28035555,2020-11-02,2020-09-02,30,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB19/3738,2019-03-12,KU00057378,2020-04-02,2020-02-02,-16,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0026,2020-01-20,90082808,2020-04-02,2020-02-02,29,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3776,2019-09-12,27602463,2020-01-17,2020-01-16,748,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3806,2019-12-17,90082951,2020-01-17,2020-01-16,-3,"Late Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB19/3820,2019-12-12,00980239,2020-01-17,2020-01-16,259,"On-Time Delivery"
K00295,"ALBIS Plastic GmbH",Berlin,"United States","North America",EB19/2287,2019-08-07,HDE0953402,2020-01-15,2020-01-14,261,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3704,2019-03-12,KU00024748-4,2020-10-01,2020-09-01,-31,"Late Delivery"
K01401,"TransPak GmbH",Berlin,"United States","North America",EB19/3940,2019-12-19,KU00080860,2020-07-01,2020-06-01,122,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/2268,2021-04-08,PVP0405439,2021-11-17,2021-11-16,1,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/2268,2021-04-08,PVP0405439,2021-11-17,2021-11-16,1,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/2268,2021-04-08,PVP0405439,2021-06-10,2021-05-10,31,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/1408,2021-03-05,PVP0405439,2021-07-15,2021-07-14,2,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/1112,2021-04-13,PVP0405439,2021-06-17,2021-06-16,2,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/1112,2021-04-13,PVP0405439,2021-10-06,2021-09-06,61,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB21/0864,2021-03-19,PVP0405439,2021-07-05,2021-06-05,30,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/1925,2020-06-19,PVP0405439,2021-01-20,2021-01-19,1,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/1463,2020-08-18,PVP0405439,2020-10-15,2020-10-14,2,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/1046,2020-01-17,PVP0405439,2020-06-19,2020-06-18,1,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/1046,2020-01-16,PVP0405439,2020-06-19,2020-06-17,1,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/0674,2020-03-19,PVP0405439,2020-04-14,2020-04-13,2,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/0674,2020-03-19,PVP0405439,2020-06-04,2020-05-04,61,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/0366,2019-10-14,PVP0405439,2020-03-16,2020-03-15,1,"On-Time Delivery"
K04803,"Telegärtner Kunststofftechnik",Steinenbronn,Germany,Germany,EB20/0366,2019-10-14,PVP0405439,2020-11-03,2020-10-03,-201,"Late Delivery"
K00268,"Electrovac Hacht & Huber GmbH",Salzweg,Germany,Germany,EB21/2218,2021-02-08,KP0063B003-1,2022-01-14,2022-01-13,139,"On-Time Delivery"
K00268,"Electrovac Hacht & Huber GmbH",Salzweg,Germany,Germany,EB21/1693,2021-04-06,27602370,2021-10-19,2021-10-18,-69,"Late Delivery"
K00268,"Electrovac Hacht & Huber GmbH",Salzweg,Germany,Germany,EB20/2192,2020-05-11,27602337,2021-12-04,2021-11-04,-61,"Late Delivery"
K00268,"Electrovac Hacht & Huber GmbH",Salzweg,Germany,Germany,EB20/0694,2020-03-19,27602381,2020-08-19,2020-08-17,-3,"Late Delivery"
K03374,"Grafe Polymer Solutions GmbH",Blankenhain,Germany,Germany,EB21/2085,2021-07-07,M20020154,2021-08-17,2021-08-16,2,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/2644,2021-07-09,DR00350028,2022-01-17,2022-01-13,1,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/2645,2021-07-09,DR00350023,2022-01-17,2022-01-13,1,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/2643,2021-07-09,DR00350013,2022-01-17,2022-01-13,1,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/2641,2021-07-09,DR00300034,2022-01-17,2022-01-13,1,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/2642,2021-07-09,DR00326032,2022-01-17,2022-01-13,1,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/1674,2021-03-06,DR00218013,2021-10-19,2021-10-18,1,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/1679,2021-04-06,DR00326032,2021-12-10,2021-10-10,31,"On-Time Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB21/1680,2021-04-06,DR00350013,2021-09-14,2021-12-09,-87,"Late Delivery"
K04063,"COPROTEC Systeme GmbH",Obergünzburg,Germany,Germany,EB20/2456,2020-12-18,KS00750701,2021-09-04,2021-08-04,31,"On-Time Delivery"
K04573,"EAP Großhandels GmbH",Dornhan,Germany,Germany,EB19/3854,2019-12-13,M080000142,2020-01-13,2020-12-01,-61,"Late Delivery"
K03959,"Robert Bosch GmbH",Blaichach,Germany,Germany,EB20/2523,2020-12-15,ZG00003066,2021-02-19,2021-02-18,1,"On-Time Delivery"
K03959,"Robert Bosch GmbH",Blaichach,Germany,Germany,EB20/1481,2020-08-19,ZG00003066,2020-12-11,2020-11-11,2,"On-Time Delivery"
K03959,"Robert Bosch GmbH",Blaichach,Germany,Germany,EB19/3452,2019-07-11,ZG00003070,2020-01-16,2020-01-15,2,"On-Time Delivery"
K03442,"Röchling Precision Components",Weidenberg,Germany,Germany,EB21/1752,2021-05-19,24000019,2021-11-17,2021-11-16,-32,"Late Delivery"
K03442,"Röchling Precision Components",Weidenberg,Germany,Germany,EB21/1752,2021-05-19,24000018,2021-11-17,2021-11-16,3,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1707,2021-07-06,05920210,2022-01-19,2022-01-18,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3438,2021-10-12,05920408,2022-01-14,2022-01-13,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3438,2021-10-12,05920406,2022-01-14,2022-01-13,1,"On-Time Delivery"
K00033,"Bezet-Werk GmbH",Berlin,"United States","North America",EB21/3654,2021-12-14,KP0064C015,2022-01-14,2022-01-13,322,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3535,2021-03-12,KS00525009-1,2021-12-17,2021-12-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3294,2021-01-12,28000916,2021-12-15,2021-12-14,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3412,2021-11-17,KU00022235,2021-12-15,2021-12-14,1,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/3459,2021-11-17,HES0082504,2021-12-15,2021-12-14,1,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/3458,2021-11-17,HES0001602,2021-12-15,2021-12-14,1,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/3230,2021-04-11,17200119-1,2021-12-13,2021-12-12,1,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/2394,2021-08-13,17001019,2021-12-13,2021-12-12,3,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/2309,2021-10-08,17200119-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2080,2021-07-16,19600105,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3311,2021-11-11,DR00551024,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3203,2021-05-11,KS00520726-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3310,2021-03-11,KS00525005-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2076,2021-07-15,19600077,2021-11-17,2021-11-16,1,"On-Time Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB21/2565,2021-10-09,M20020211,2021-12-11,2021-11-11,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1722,2021-04-14,18034906,2021-10-11,2021-09-11,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3043,2021-06-10,17200132,2021-10-11,2021-09-11,30,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/3001,2021-07-10,KP0064C037,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2742,2021-10-09,05920408,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2742,2021-10-09,05920406,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2773,2021-09-17,05920403,2021-10-15,2021-10-14,1,"On-Time Delivery"
K01386,"Stempel Freiberg Berlin",Berlin,"United States","North America",EB21/2990,2021-06-10,HES0000006,2021-12-10,2021-11-10,-26,"Late Delivery"
K01282,"NOVAPAX - Kunststofftechnik",Berlin,"United States","North America",EB21/2939,2021-04-10,M20020270,2021-12-10,2021-10-10,31,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/2883,2021-01-10,KS00520739-1,2021-11-10,2021-07-10,153,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2576,2021-02-07,19600145,2021-08-10,2021-07-10,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2435,2021-08-18,28001499,2021-09-17,2021-09-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2356,2021-03-09,38000465,2021-09-17,2021-09-16,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2363,2021-08-18,00345677,2021-09-15,2021-09-14,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2363,2021-08-18,00345655,2021-09-15,2021-09-14,1,"On-Time Delivery"
K00018,Germania-Werk,Berlin,"United States","North America",EB21/2580,2021-08-17,"O3 1412632-1",2021-09-14,2021-09-13,1,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/2238,2021-02-08,17000309,2021-09-14,2021-09-13,26,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2388,2021-06-08,27601531,2021-09-13,2021-12-09,-61,"Late Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/2520,2021-07-19,KU00021831,2021-09-13,2021-12-09,-87,"Late Delivery"
K04490,"Th. Geyer GmbH & Co. KG",Berlin,"United States","North America",EB21/2623,2021-03-09,M0000104,2021-09-09,2021-08-09,39,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/2178,2021-01-09,RB00843904,2021-09-09,2021-08-09,61,"On-Time Delivery"
K00092,"Max Witte GmbH",Berlin,"United States","North America",EB21/1717,2021-07-06,"O3 1412839-1",2021-08-09,2021-07-09,92,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/1642,2021-04-05,M20020355,2021-08-09,2021-07-09,92,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2357,2021-04-08,KU00022240-1,2021-08-09,2021-07-09,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2075,2021-07-19,29203546,2021-08-16,2021-08-15,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1614,2021-07-19,19500009,2021-08-16,2021-08-15,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0815,2021-03-16,05920210,2021-08-16,2021-08-15,2,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2068,2021-07-15,17200132,2021-11-08,2021-10-08,-56,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1969,2021-02-07,27601561,2021-07-16,2021-07-15,1,"On-Time Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB21/1406,2021-06-04,M20020211,2021-07-14,2021-07-13,1,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/0730,2021-02-18,M20020315,2021-12-07,2021-11-07,-114,"Late Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/1733,2021-06-14,00345655,2021-09-07,2021-08-07,122,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/1733,2021-06-14,00345677,2021-09-07,2021-08-07,122,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB21/1635,2021-01-06,40063519,2021-06-07,2021-05-07,123,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0560,2020-10-16,02271822,2021-06-14,2021-06-13,146,"On-Time Delivery"
K00033,"Bezet-Werk GmbH",Berlin,"United States","North America",EB21/1533,2021-05-17,KP0064C015,2021-06-17,2021-06-16,2,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0560,2020-10-16,02271822,2021-06-14,2021-06-13,146,"On-Time Delivery"
K00018,Germania-Werk,Berlin,"United States","North America",EB21/0051,2021-01-14,27901267,2021-10-06,2021-09-06,-83,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/1413,2021-02-17,KU00322240,2021-09-06,2021-08-06,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1347,2021-01-15,27601528,2021-04-06,2021-03-06,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1070,2021-04-14,KU00022235,2021-05-18,2021-05-17,0,"On-Time Delivery"
K01282,"NOVAPAX - Kunststofftechnik",Berlin,"United States","North America",EB21/1440,2021-05-05,M20020270,2021-12-05,2021-11-05,30,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/1207,2021-01-20,KU00034994,2021-12-05,2021-11-05,30,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/0914,2021-04-16,M20020104,2021-10-05,2021-06-05,122,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/0190,2021-01-13,24000007,2021-07-05,2021-06-05,-31,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/0190,2021-01-13,24000001,2021-07-05,2021-06-05,-31,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1054,2021-04-16,27602408,2021-07-05,2021-06-05,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1156,2021-04-19,KP0064C108,2021-07-05,2021-06-05,30,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/0534,2021-02-18,17000186,2021-04-19,2021-04-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/0873,2021-02-04,KS00520711-1,2021-04-16,2021-04-15,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/0874,2021-02-04,KS00525009-1,2021-04-16,2021-04-15,1,"On-Time Delivery"
