Creditor No_;Datev Account No_;Fax No_;Group Vendor No_;ILN No_;No_ Series;No_;Our Account No_;Pay-to Vendor No_;Phone No_;Primary Contact No_;Registration No_;Telex No_;VAT Registration No_;Validate EU Vat Reg_ No_;akq No_ of Entries Paym_ Adv_;akq Payment Vendor No_;Address 2;Address;Application Method;Base Calendar Code;Block Payment Tolerance;Blocked;Budgeted Amount;Cash Flow Payment Terms Code;City;Construction Service;Contact;Country_Region Code;County;Currency Code;Currency Id;Datev Addressee Type;Datev Export Date;Delivery Reminder Terms;Diverse Vendors;Document Sending Profile;Don_t Export Bank Account;E-Mail;Fin_ Charge Terms Code;GLN;Gen_ Bus_ Posting Group;Global Dimension 1 Code;Global Dimension 2 Code;Home Page;IC Partner Code;Id;Image;Invoice Disc_ Code;Language Code;Last Date Modified;Last Modified Date Time;Lead Time Calculation;Location Code;Name 2;Name;Partner Type;Payment Method Code;Payment Method Id;Payment Terms Code;Payment Terms Id;Picture;Post Code;Preferred Bank Account Code;Prepayment _;Prices Including VAT;Priority;Privacy Blocked;Purchaser Code;Release Status;Release Until;Responsibility Center;SSCC Nos_;Search Name;Shipment Method Code;Shipping Agent Code;Statistics Group;Tax Area Code;Tax Liable;Telex Answer Back;Territory Code;VAT Bus_ Posting Group;Vendor Posting Group;akq Allow Payment 3rd parties;akq DTAZV Charges Rule;akq DTAZV Currency Instruction;akq Direction Code;akq Payment Type;akq Single Payment;timestamp
;;0621-8046199;;;KRE;K02696;365707;;0621-8046 0;;;;;0;0;;;Ruhrorter Str. 9-21;0;KRED;0;2;0,00000000000000000000;;Mannheim;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.schenker.de;;{9F4F18DA-2AE7-4A6E-B7EB-268C92CD1A58};{00000000-0000-0000-0000-000000000000};K02696;;17.05.2021 00:00:00;17.05.2021 11:35:39;;;;#Schenker Deutschland AG#;0;;{00000000-0000-0000-0000-000000000000};7;{404B5637-830E-46DD-B648-D3C826CE2602};;68219;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#SCHENKER MANNHEIM;;;0;;0;;;IL;IL;0;0;0;;;0;0000000057D9881F
;;0044 (0) 1903 891 220;;;KRE;K02697;;;+44(0)1903 891 215;;;;GB219184264;0;0;;London Road;Wiston Business Park;0;KRED;0;0;0,00000000000000000000;;Ashington, West Sussex;0;Herrn Martin Sekeras;GB;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;martin.sekeras@ballbiz.co.uk;;;EU;;;www.ballbiz.co.uk;;{866836A8-8531-4F0A-9B32-56E84145BEB4};{00000000-0000-0000-0000-000000000000};K02697;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;TN UNITED KINGDOM, LTD.;0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};VOR;{15A1ED40-F92B-4AC4-9958-FC3FA4058785};;GB-RH20 3DJ;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TN UNITED KINGDOM, LTD.;92;;0;;0;;;EU;EU;0;0;0;;;0;0000000053C3F7C5
;;030 / 683 2005 72;;;KRE;K02699;15164;;030 / 683 200 561;;27/030/48109;;DE814180474;0;0;;;Igo-Etrich-Straße 7;0;KRED;0;0;0,00000000000000000000;;Berlin;0;Herr Blankenburg;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;berlin@ahlberg-metalltechnik.de;;;IL;;;www.ahlberg-metalltechnik.de;;{125CFF96-7B96-47B2-A51E-3A125A41A466};{00000000-0000-0000-0000-000000000000};K02699;;25.01.2020 00:00:00;25.01.2020 09:36:27;;A-01;;Ahlberg Metalltechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301401;{2ED6A399-4E4C-4188-AD83-6806FEFBDC60};;12487;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AHLBERG M/ BANHOLZER;17;;0;;0;;;IL;IL;0;0;0;;;0;000000005329910B
;;030-322 9027 59;;;KRE;K02701;30526;;030-322 9027 50;;;;;0;0;;;Kurfürstenstr. 112;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@Globalnorm.de;;;IL;;;www.Globalnorm.de;;{F6C530A8-74B0-44BD-94E8-10C93DE956B3};{00000000-0000-0000-0000-000000000000};K02701;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;Marion Loerzer;GLOBALNORM;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;10787;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;GLOBALNORM;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F7CF
;;0180 05/ 22 11 20;;;KRE;K02702;;;0180 05/ 25 25 25;;;;;0;0;;;Trelleborger Str. 9;0;KRED;0;0;0,00000000000000000000;;Rostock;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;kundenbetreuung@sixt.com;;;IL;;;;;{962529CF-63D8-4B92-9BF4-B77F8E87D850};{00000000-0000-0000-0000-000000000000};K02702;;15.12.2020 00:00:00;15.12.2020 16:50:25;;;Communication Center;SIXT GmbH & Co, Autovermietung;0;LASTSCHRC;{9C3C19D6-8576-4CC9-82C4-6DFFCE468E35};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;18107;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SIXT GMBH & CO, AUTOVERMIETUNG;;;0;;0;;;IL;IL;0;0;0;;;0;00000000565CF887
;;+41 62-7689 661;;;KRE;K02703;;;+41 62 768 97 74;;;;;0;0;;;Wynentalstr. 1;0;KRED;0;2;0,00000000000000000000;;Teufenthal;0;Fr. Halilovic;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@injecta.ch;;;AL;;;www.injecta.ch;;{9AB0CED1-BA87-406B-A63D-11A34B6B7765};{00000000-0000-0000-0000-000000000000};K02703;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;#INJECTA Druckguss AG#;0;;{00000000-0000-0000-0000-000000000000};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;CH-5723;;0,00000000000000000000;0;0;0;UW;0;01.01.1753 00:00:00;;;#INJECTA DRUCKGUSS AG#;47;;0;;0;;;AL;AL;0;0;0;;;0;0000000053C3F7D9
;;08007530800;;;KRE;K02707;177158;;05731-753 123;;;;;0;0;;;Dehmer Str. 58-64;0;KRED;0;0;0,00000000000000000000;;Bad Oeynhausen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.denios.de;;{C5CF848B-F602-404C-A5F1-052AF8289F26};{00000000-0000-0000-0000-000000000000};K02707;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;Denios AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;32549;DB;0,00000000000000000000;0;0;0;UW;0;01.01.1753 00:00:00;;;DENIOS AG;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F7E8
;;030-30 30 12 60;;;KRE;K02708;20401;;030-30 30 12 12;;27/432/03009;;DE235613722;0;0;;;Rüsternallee 14/16;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;berlin@flexpress.info;;;IL;;;www.flexpress-logistik.de;;{45D16B69-F3BE-4F1E-AA4F-985DA0428FE2};{00000000-0000-0000-0000-000000000000};K02708;;21.10.2021 00:00:00;21.10.2021 09:48:28;;;;Flexpress Ost GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};201403;{B56B0ED9-1A14-4B22-B3D0-9C24B1821142};;14050;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FLEXPRESS;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000059523080
;;0202/2636-100;;;KRE;K02709;;;0202/2636-0;;;;;0;0;;;Industriestr. 77;0;KRED;0;2;0,00000000000000000000;;Wuppertal;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@stokvistapes.de;;;IL;;;www.stokvistapes.de;;{54FD9DA4-94E3-48B0-B0F6-57E7F59B9232};{00000000-0000-0000-0000-000000000000};K02709;;22.10.2021 00:00:00;22.10.2021 08:33:03;;A-01;Deutschland GmbH;Stokvis Tapes;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;42327;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;STOKVIS TAPES;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005954EE26
;;030 3451836;;;KRE;K02710;23055;;030/3442038;;;;;0;0;;;Haarlemer Str. 65;0;KRED;0;2;0,00000000000000000000;;Berlin (Britz);0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@skskabel.com;;;IL;;;www.skskabel.de;;{F7699E18-4103-44FF-9A15-FB9D5C7ED15D};{00000000-0000-0000-0000-000000000000};K02710;;22.10.2021 00:00:00;22.10.2021 08:33:22;;A-01;Margot Nuding;Spezial-Kabel-Service;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;12359;SP;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SKS SPEZIAL-KABEL-S;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005954EE80
;;07664-5909 99;;;KRE;K02711;41720;;07664-5909 0;;;;;0;0;;;Alter Weg 3;0;KRED;0;0;0,00000000000000000000;;Freiburg;0;Herrn Königer;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@knf.de;;;IL;;;www.knf.de;;{6228BA09-201B-40EB-BB48-B31DF87E5D19};{00000000-0000-0000-0000-000000000000};K02711;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;KNF Neuberger GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;79112;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KNF NEUBERGER;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F7F7
;;0211-5301-141;;;KRE;K02712;83558;;0211-5301-124;;;;;0;0;;;Postfach 29 03 44;0;KRED;0;2;0,00000000000000000000;;Düsseldorf;0;Fr. Hermessen;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{A0F925DC-D155-47AE-9D02-5E714E665A7D};{00000000-0000-0000-0000-000000000000};K02712;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;#SICK AG#;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;40530;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#SICK AG#;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F7FC
;;02324-969933;;;KRE;K02713;;;02324-9699 0;;;;;0;0;;;Zum Ludwigstal 14-16;0;KRED;0;0;0,00000000000000000000;;Hattingen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{E7CC9C75-9D7B-43FD-8683-334C9F9E7B98};{00000000-0000-0000-0000-000000000000};K02713;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;Pressen-Service-Foltinek;Hans Schön Maschinenbau;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};160802;{83460351-9125-4234-ADFF-32BEBDB8BF08};;45527;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HANS SCHÖN;28;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F802
;;040-7250 3348;;;KRE;K02714;;;040-7250 02;;22/27/183/00110;;;0;0;;;Kurt-A.-Körber-Chaussee 63-71;0;KRED;0;0;0,00000000000000000000;;Hamburg;0;Herrn Leo Stais;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@blohmjung.com;;;IL;;;www.blohmjung.com;;{835BDE67-8BB9-4745-8CC1-A43B9E5469A0};{00000000-0000-0000-0000-000000000000};K02714;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;Blohm Jung GmbH - Team Hamburg;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;21033;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BLOHM;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F807
;;02162 93 44 110;;;KRE;K02716;2051;;0180-1002255;;;;;0;0;;;Kränkelsweg 14-16;0;KRED;0;0;0,00000000000000000000;;Viersen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@edensprings.de;;;IL;;;www.edensprings.de;;{73CEF6D4-15DD-4397-9DB1-499AFAEAB932};{00000000-0000-0000-0000-000000000000};K02716;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;#Eden Springs Deutschland GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;41748;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#EDEN SPRINGS#;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F811
;;033205-54734;;;KRE;K02718;12236;;033205-50797;;;;;0;0;;;Kiefernweg 6;0;KRED;0;0;0,00000000000000000000;;Seddiner See;0;Herrn Ralf Düvier;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;fs@duevier.de;;;IL;;;www.duevier.de;;{DF20659D-59CC-44FD-B30A-10013AD3262D};{00000000-0000-0000-0000-000000000000};K02718;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;Ralf Düvier Fertigungsservice;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;14554;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DÜVIER;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F81B
;;089-892862 60;;;KRE;K02719;;;089-892862 0;;;;;0;0;;;Eversbuschstr. 200;0;KRED;0;2;0,00000000000000000000;;München-Allach;0;Herrn Bernhard Hasch;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;mail@hasch-plastic.com;;;IL;;;www.hasch-plastic.com;;{D3EC2797-AF8E-4A2F-B055-1D13FA6EBB4E};{00000000-0000-0000-0000-000000000000};K02719;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;Kunststoffspritzguss-Formenbau;Hasch GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;80999;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HASCH GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F820
;;030-682 777 35;;;KRE;K02721;E002;;030/682 777 33;;;;DE18911675;0;0;;;Görlitzer Str. 52;0;KRED;0;2;0,00000000000000000000;;Berlin;0;Herr Reschke;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;express-elektronik@t-online.de;;;IL;;;;;{5F4437F9-73B6-4ADD-96D2-AED2DFDD3217};{00000000-0000-0000-0000-000000000000};K02721;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;- Peter Reschke -;#Express Elektronik#;0;;{00000000-0000-0000-0000-000000000000};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;10997;LB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;RESCHKE;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F82A
;;0331-6203909;;;KRE;K02722;;;0331-620 39 08;;047/154/10902;;;0;0;;;Dennis-Gabor-Str. 2;0;KRED;0;2;0,00000000000000000000;;Potsdam;0;Herrn Gamnitzer;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;gamnitzer@potsdam.de;;;IL;;;;;{37081CE0-B398-4C61-8D32-1E83C7365937};{00000000-0000-0000-0000-000000000000};K02722;;22.10.2021 00:00:00;22.10.2021 08:37:01;;A-01;;Jörn Gamnitzer & Partner GbR;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;14469;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;GAMNITZER;1;;0;;0;;;IL;IL;0;0;0;;;0;000000005954F3F4
;;0180-5787287;;;KRE;K02723;10446316;;0180-5776175;;;;DE112494262;0;0;;;Frankfurter Str. 98-102;0;KRED;0;0;0,00000000000000000000;;Biebergemünd;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@engelbert-strauss.de;;;IL;;;www.engelbert-strauss.de;;{53D2F4C0-3423-44E9-8B3A-498CF896123F};{00000000-0000-0000-0000-000000000000};K02723;;25.01.2020 00:00:00;25.01.2020 09:36:27;;B-01;;Engelbert Strauss GmbH & Co.KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;63599;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ENGELBERT STRAUSS GMBH & CO.KG;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299183
;;0202-7498129;;;KRE;K02724;365707;;0202-7498 0;;;;;0;0;;;Deutscher Ring 30;0;KRED;0;2;0,00000000000000000000;;Wuppertal;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.schenker.de;;{C137B563-F9EC-45E7-A0BE-A6C2148869AB};{00000000-0000-0000-0000-000000000000};K02724;;25.01.2020 00:00:00;25.01.2020 09:36:27;;;;#Schenker Deutschland AG#;0;;{00000000-0000-0000-0000-000000000000};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;42327;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#SCHENKER WUPPERTAL;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299188
;;0621-8508 394;;;KRE;K02725;1516;;0621-8508 372;;;;;0;0;;;Rhenaniastr. 40-44;0;KRED;0;0;0,00000000000000000000;;Mannheim;0;Frau Held;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@isodraht.de;;;IL;;;http://www.isodraht.de;;{1E37BF05-F1BC-4944-95C1-3BDBEC716C33};{00000000-0000-0000-0000-000000000000};K02725;;09.11.2020 00:00:00;09.11.2020 13:32:44;;B-01;;Isodraht GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;68199;SEB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ISODRAHT GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000055DC0E90
;;06221/706 295;;;KRE;K02726;;;06221/706 256;;;;;0;0;;;Postfach 10 49 80;0;KRED;0;2;0,00000000000000000000;;Heidelberg;0;Herrn Lindner;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{E9A25A12-1BBB-4905-AD90-5E02774346CB};{00000000-0000-0000-0000-000000000000};K02726;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;#Ernst Schmitthelm GmbH & #;0;;{00000000-0000-0000-0000-000000000000};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;69039;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SCHMITTHELM;22;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F834
;;07153-9935099;;;KRE;K02727;10845;;07153-9935047;;;;;0;0;;Blumenstr. 12;GmbH & Co. KG;0;KRED;0;0;0,00000000000000000000;;Deizisau;0;Frau Geck;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;daniela.geck@hala-tec.de;;;IL;;;www.hala-tec.de;;{F2812812-6595-4268-BE41-1943C7AF8BF9};{00000000-0000-0000-0000-000000000000};K02727;;25.01.2020 00:00:00;25.01.2020 09:36:27;;B-01;;HALA Dichtungen & Isolierteile;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;73779;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HALA;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299197
;;07429/2090;;;KRE;K02728;10512;;07429/9311-12;;21133/06801;;DE142938583;0;0;;;Winkelstr. 4;0;KRED;0;0;0,00000000000000000000;;Egesheim;0;Herrn Hippel;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@Gebrueder-Dreher.de;;;IL;;;www.gebrueder-dreher.de;;{1E72E35A-E8A9-4C3B-B492-16A414364460};{00000000-0000-0000-0000-000000000000};K02728;;25.01.2020 00:00:00;25.01.2020 09:36:27;;B-01;Drehteile und Gasfedern GmbH;Gebrüder Dreher;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};904502;{73C9D649-AB6F-4161-B02F-CFEF7A641AA4};;78592;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DREHER;93;;0;;0;;;IL;IL;0;0;0;;;0;000000005329919C
;;08252-91001 20;;;KRE;K02729;12075;;08252-91001 13;;159/155/00800;;DE131285283;0;0;;;An der Hanfröste 4;0;KRED;0;0;0,00000000000000000000;;Schrobenhausen;0;Herrn Schmid;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@ms-damerius.de;;;IL;;;www.ms-damerius.de;;{C5FC31DC-3292-4438-AF41-2E3F9E26808E};{00000000-0000-0000-0000-000000000000};K02729;;27.08.2020 00:00:00;27.08.2020 09:01:57;;B-01;;M+S Damerius GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;86529;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DAMERIUS;93;;0;;0;;;IL;IL;0;0;0;;;0;000000005542A0D2
;;07135-4851;;;KRE;K02731;1290;;07135-7841;;65201 56257;;DE145766344;0;0;;;Postfach 51;0;KRED;0;2;0,00000000000000000000;;Cleebronn;0;Herrn Chmelnicki;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;bc-beuttner@t-online.de;;;IL;;;www.beuttner-gmbh.de;;{0C805468-1292-488C-9601-C06487732256};{00000000-0000-0000-0000-000000000000};K02731;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;#Beuttner GmbH#;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;74389;VR;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BEUTTNER;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F83E
;;07233/5235;;;KRE;K02732;;;07233/4287;;;;;0;0;;;Eutinger Str. 70;0;KRED;0;0;0,00000000000000000000;;Niefern-Oeschelbronn;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;Info@BertaHerder.de;;;IL;;;www.bertaherder.de;;{E43C0768-FF35-47F5-999A-A5FB3440A983};{00000000-0000-0000-0000-000000000000};K02732;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;Berta Herder GmbH & Co;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};6030022003;{5D859560-97E5-4F47-BA33-65E5613F1DEA};;75233;PB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HERDER;96;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F843
;;07802-84 379;;;KRE;K02733;60473;;07802-84 3514;;;;;0;0;;;Postfach 13 44;0;KRED;0;0;0,00000000000000000000;;Oberkirch;0;Frau Schneider;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@progress-werk.de;;;IL;;;www.progress-werk.de;;{8B8EFC59-4DCC-4EB2-8953-C75FEA2D549A};{00000000-0000-0000-0000-000000000000};K02733;;25.01.2020 00:00:00;25.01.2020 09:36:27;;B-01;Oberkirch AG;Progress-Werk;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTOZR08;{92918977-8865-4BB3-B03B-E136BBD87624};;77697;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PWO;92;;0;;0;;;IL;IL;0;0;0;;;0;00000000532991B5
;;07231-208 7285;;;KRE;K02734;35371-8/D/002/000;;07231/208 279;;;;DE144175696;0;0;;;Kaiser-Friedrich-Str. 7;0;KRED;0;0;0,00000000000000000000;;Pforzheim;0;Herrn Strassburger;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@g-rau.de;;;IL;;;https://www.g-rau.de/;;{3C4E2C7E-F70C-4E34-8A91-44E2E681277A};{00000000-0000-0000-0000-000000000000};K02734;;04.05.2021 00:00:00;04.05.2021 09:03:33;;B-01;;G. Rau GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;75172;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;G.RAU;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000057C1DF33
;;07121-1492-64;;;KRE;K02735;12038;K04513;07121-1492-29;;78092/36644;;DE267782377;0;0;;;Erwin-Seiz-Str. 10;0;KRED;0;2;0,00000000000000000000;;Reutlingen;0;Christian Schieb;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;vogt@sideo.de;;;IL;;;www.sideo.de;;{6FAD913D-D264-4796-B4C1-039C4A69A9C5};{00000000-0000-0000-0000-000000000000};K02735;;21.02.2020 00:00:00;21.02.2020 20:45:28;;A-01;;#SIDEO Vogt GmbH#;0;;{00000000-0000-0000-0000-000000000000};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;72764;VERWALTER;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SIDEO/ VOGT;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C3F848
