lieferzeile_no,order_no,buy_from_city,buy_from_post_code,buy_from_vendor_name,location_code,order_date,original_date,posting_date,promised_receipt_date,quantity_invoiced,quantity,really_receipt_datetime,requested_receipt_date
HDE0H03445,EB20/1902,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-06-10,2020-11-13,2020-12-11,2020-11-13,161,161,2020-11-11,2020-11-13
HDE0H03446,EB20/1902,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-06-10,2020-11-13,2020-12-11,2020-11-13,805,805,2020-11-11,2020-11-13
HDE0H03447,EB20/1902,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-06-10,2020-11-13,2020-12-11,2020-11-13,1280,1280,2020-11-11,2020-11-13
HDE0H03449,EB20/1902,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-06-10,2020-11-13,2020-12-11,2020-11-13,1120,1120,2020-11-11,2020-11-13
HDE0H03450,EB20/1902,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-06-10,2020-11-13,2020-12-11,2020-11-13,800,800,2020-11-11,2020-11-13
HDE0H11023,EB20/0329,Bamberg,96052,Robert Bosch GmbH,A-01,2020-04-11,2021-01-29,2020-11-13,2021-02-26,1039,1039,2020-12-11,2021-02-26
HDE0001156,EB20/0326,Bamberg,96052,Robert Bosch GmbH,A-01,2020-10-28,2020-11-20,2020-11-13,2020-11-13,1500,1500,2020-12-11,2020-11-13
HDE0001114,EB20/0317,Bamberg,96052,Robert Bosch GmbH,A-01,2020-10-28,2020-11-27,2020-11-13,2020-11-13,500,500,2020-12-11,2020-11-13
17000120,EB20/1530,Pforzheim,75172,G. Rau GmbH & Co. KG,B-01,2020-08-26,2022-02-02,2020-11-13,2020-11-11,7606,7606,1753-01-01,2020-05-11
DMR0000003,EB20/1456,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-08-18,2020-10-26,2020-11-13,1753-01-01,1000,1000,2020-12-11,1753-01-01
DMR0000003,EB20/1456,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-06-07,2020-10-26,2020-11-13,2020-11-16,24000,24000,2020-12-11,2020-11-09
TF00000005,EB20/1508,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-28,2020-11-27,2020-11-13,2020-11-13,250000,250000,2020-12-11,2020-11-13
DKG0583149,EB20/2167,Schramberg,78713,Carl Haas GmbH,B-01,2020-04-11,2020-11-13,2020-11-13,2020-11-13,185,185,1753-01-01,2020-11-13
DKG0583150,EB20/2167,Schramberg,78713,Carl Haas GmbH,B-01,2020-04-11,2020-11-13,2020-11-13,2020-11-13,300,300,1753-01-01,2020-11-13
DKG0482089,EB20/2167,Schramberg,78713,Carl Haas GmbH,B-01,2020-04-11,2020-11-13,2020-11-13,2020-11-13,110,110,1753-01-01,2020-11-13
17000183,EB20/1658,Berlin,12357,SCHERDEL Berlin GmbH & Co. KG,B-01,2020-09-09,2020-09-28,2020-11-13,2020-11-13,4965,4965,1753-01-01,2020-11-13
M20020297-MUK,EB20/2120,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2020-02-11,2020-11-16,2020-11-16,2020-11-16,25,25,1753-01-01,2020-11-16
M20020270,EB20/2120,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2020-09-11,2020-11-16,2020-11-16,2020-11-16,300,300,1753-01-01,2020-11-16
BI00500113,EB20/1917,Bad Driburg,33014,INTEG GmbH,B-01,2020-11-16,2020-11-16,2020-11-16,2020-11-16,407,407,1753-01-01,2020-11-16
19800062,EB20/1193,Sundern,59846,ON Metall GmbH,Z-GEISLER,2020-06-26,2020-06-11,2020-06-11,2020-06-11,115,115,2020-05-11,2020-05-11
M0000009,EB20/2260,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-11-16,2020-10-15,2020-11-17,2020-11-17,2,2,2020-11-16,2020-11-17
TF00000002,EB20/1507,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-28,2021-07-01,2020-11-16,2020-11-13,288000,288000,2020-11-15,2020-11-13
6 000 139 579,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-17,2020-09-11,2020-11-17,12000,12000,1753-01-01,2020-11-17
6 000 139 574,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-17,2020-09-11,2020-11-17,65,65,1753-01-01,2020-11-17
6 000 139 502,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-17,2020-09-11,2020-11-17,12000,12000,1753-01-01,2020-11-17
6 000 139 577,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-17,2020-09-11,2020-11-17,12000,12000,1753-01-01,2020-11-17
6 099 833 746,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-17,2020-09-11,2020-11-17,300,300,1753-01-01,2020-11-17
KP0063B009,EB20/1209,Horb-Bildechingen,72160,Promod Prototypenzentr. GmbH,A-01,2020-07-24,2020-10-16,2020-12-11,2020-10-16,156,156,2020-11-11,2020-10-16
KU00024748-5,EB20/1540,Braunschweig,38118,MWS- Mechanische Werkstatt,A-01,2020-08-26,2020-11-13,2020-11-16,2020-11-13,1000,1000,2020-11-15,2020-11-13
22001247,EB20/1774,Reichshof-Hespert,51580,Emil Müller GmbH Metallwerk,B-01,2020-09-28,2022-02-02,2020-11-17,2020-09-11,20,20,1753-01-01,2020-02-11
17000433,EB20/1671,Esslingen,73701,Lackfabrik Bäder GmbH & Co KG,B-01,2020-10-09,2022-02-02,2020-11-17,2020-12-11,20,20,1753-01-01,2020-11-15
22001247,EB20/1774,Reichshof-Hespert,51580,Emil Müller GmbH Metallwerk,B-01,2020-09-28,2022-02-02,2020-11-17,2020-09-11,21,21,1753-01-01,2020-02-11
NW00008753,EB19/2187,Marignier,FR  74970,Bosson Décolletage,B-01,2020-10-30,2020-02-11,2020-11-18,2020-01-11,14000,14000,1753-01-01,2020-01-11
M90400690,EB20/2132,Berlin,12001,Max Witte GmbH,B-01,2020-06-11,2020-11-20,2020-11-18,2020-11-20,5000,5000,1753-01-01,2020-11-20
PVP0405439,EB20/1721,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2020-09-16,2020-11-20,2020-11-18,2020-11-20,20000,20000,2020-11-17,2020-11-20
PVP0405439,EB20/1925,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2020-07-10,2020-11-20,2020-11-18,2020-11-20,5920,5920,2020-11-17,2020-11-20
MV00491362,EB20/2046,Frittlingen,78665,A. Wenzler GmbH & Co. KG,B-01,2020-11-18,2020-11-18,2020-11-18,2020-11-18,3000,3000,1753-01-01,2020-11-18
17000466,EB20/2172,Isernhagen,30916,Nordpack GmbH,B-01,2020-10-30,2020-11-20,2020-11-19,2020-11-20,2080,2080,1753-01-01,2020-11-20
WA00491950,EB20/1403,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-07-31,2020-10-15,2020-11-19,2022-02-02,1879,1879,1753-01-01,2020-09-10
M0000140,EB20/2220,Dinslaken,46539,Mercanta Deutschland GmbH,B-01,2020-10-29,2020-11-19,2020-11-19,2020-11-19,44,44,1753-01-01,2020-11-19
HES0068702,EB20/1748,Lippstadt,59556,WfB Lippstadt GmbH,A-01,2020-09-17,2020-11-27,2020-11-18,2020-11-27,10000,10000,2020-11-17,2020-11-27
HES0068901,EB20/1748,Lippstadt,59556,WfB Lippstadt GmbH,A-01,2020-09-17,2020-11-27,2020-11-18,2020-11-27,10000,10000,2020-11-17,2020-11-27
DMR0000012,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-23,2020-10-12,2020-11-19,1753-01-01,80000,80000,2020-11-18,1753-01-01
DMR0000008,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-14,2020-11-20,2020-11-19,2020-11-20,104000,104000,2020-11-18,2020-11-20
KU00010000,EB20/1938,Neuhausen/Enzkreis,75242,Adam Bornbaum GmbH,A-01,2020-08-10,2020-11-20,2020-11-19,2020-11-20,21730,21730,2020-11-18,2020-11-20
HES0092806,EB20/1937,Weißenstadt,95163,Raithel & Co. GmbH,A-01,2020-08-10,2020-11-20,2020-11-19,2020-11-20,20400,20400,2020-11-18,2020-11-20
DMR0000009,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-14,2022-02-02,2020-11-19,2022-02-02,80000,80000,2020-11-18,2020-11-20
DMR0000010,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-14,2020-11-20,2020-11-19,2020-11-20,100000,100000,2020-11-18,2020-11-20
MV00491619,EB20/1622,Velbert,42551,Heismann Drehtechnik,B-01,2020-09-23,2020-11-18,2020-11-20,2020-11-18,8704,8704,1753-01-01,2020-11-18
M20020107,EB20/1742,Hamburg,20097,K. D. Feddersen GmbH & Co. KG,B-01,2020-07-15,2020-11-20,2020-11-20,2020-11-20,250,250,1753-01-01,2020-11-18
17000154,EB20/1788,Pforzheim - Huchenfeld,75181,StrohhekerSchulz Stanz- und,B-01,2020-06-10,2020-11-20,2020-11-20,2020-11-20,3640,3640,1753-01-01,2020-01-12
WA00491440,EB20/2251,Villingen-Schwenningen,78056,Helmut Hechinger GmbH & Co. KG,B-01,2020-08-28,2020-11-20,2020-11-20,2020-11-20,192,192,1753-01-01,2020-11-20
HDE0610275,EB20/2082,Selb,95100,H. & M. Fraas,A-01,2020-10-28,2020-11-20,2020-11-18,2020-11-20,10000,10000,2020-11-17,2020-11-20
HDE0001156,EB20/0326,Bamberg,96052,Robert Bosch GmbH,A-01,2020-11-11,2020-11-12,2020-11-20,2020-11-20,1500,1500,2020-11-19,2020-11-20
HDE0001154,EB20/0325,Bamberg,96052,Robert Bosch GmbH,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,500,500,2020-11-19,2020-11-20
HDE0001158,EB20/0328,Bamberg,96052,Robert Bosch GmbH,A-01,2020-10-28,2020-11-27,2020-11-20,2020-11-20,1500,1500,2020-11-19,2020-11-20
HDE0H11032,EB20/0331,Bamberg,96052,Robert Bosch GmbH,A-01,2020-09-10,2020-06-11,2020-11-11,2020-11-20,3360,3360,2020-05-11,2020-11-20
17200120,EB20/2032,Heroldsberg,90562,Walter Schön GmbH,A-01,2020-10-21,2020-11-20,2020-11-20,2020-11-20,21000,21000,2020-11-19,2020-11-20
29403691,EB20/1888,Heroldsberg,90562,Walter Schön GmbH,A-01,2020-02-10,2022-02-02,2020-11-20,2020-11-27,1050,1050,2020-11-19,2020-11-27
RA00000340,EB20/1167,Remshalden,73630,schmid alutec gmbh & co.kg,A-01,2020-04-29,2020-11-20,2020-11-20,2020-11-20,2304,2304,2020-11-19,2020-08-19
HDE0H06006,EB20/1638,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2020-08-09,2020-11-20,2020-11-20,2020-11-20,10000,10000,2020-11-19,2020-11-20
HDE0H05003,EB20/1743,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2020-09-17,2020-11-20,2020-11-20,2020-11-20,20000,20000,2020-11-19,2020-11-20
RA00000380,EB20/2262,Rinteln,31737,Hubert Stüken GmbH & Co. KG,A-01,2020-10-30,2022-02-02,2020-11-20,2022-02-02,18000,18000,2020-11-19,2020-11-20
HDE0H03446,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,805,805,2020-11-19,2020-11-20
HDE0H03447,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,960,960,2020-11-19,2020-11-20
HDE0H03448,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,1120,1120,2020-11-19,2020-11-20
HDE0H03449,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,1280,1280,2020-11-19,2020-11-20
HDE0H03450,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,960,960,2020-11-19,2020-11-20
HDE0H03451,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,795,795,2020-11-19,2020-11-20
HDE0H03452,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2020-11-20,2020-11-20,2020-11-20,795,795,2020-11-19,2020-11-20
M0000138,EB20/2110,Berlin,10553,Th. Geyer GmbH & Co. KG,B-01,2020-10-16,2022-02-02,2020-11-23,2020-11-27,75,75,1753-01-01,2020-11-13
M20020292-MUK,EB20/2267,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2020-11-16,2020-11-23,2020-11-23,2020-11-23,50,50,1753-01-01,2020-11-23
WA00491950,EB20/1403,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-07-31,2020-10-15,2020-11-23,2022-02-02,2000,2000,1753-01-01,2020-09-10
MV00497680,EB20/2033,Albstadt-Truchtelfingen,72461,Karl Küfner GmbH & Co. KG,B-01,2020-09-15,2020-11-24,2020-11-23,2020-11-24,5000,5000,1753-01-01,2020-10-11
17000238,EB20/1673,Mannheim,68199,Isodraht GmbH,B-01,2020-10-09,2022-02-02,2020-11-23,2020-11-18,373,373,1753-01-01,2020-01-11
DMR0000004,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-16,2020-11-20,2020-11-23,2020-11-20,100000,100000,2020-11-22,2020-11-20
18000048,EB20/2216,Berlin,12159,WAIT,A-01,2020-09-11,2020-11-27,2020-11-23,2020-11-27,10000,10000,2020-11-22,2020-11-27
M0000009,EB20/2321,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-11-23,2020-10-15,2020-11-24,2020-11-24,2,2,2020-11-23,2020-11-24
TF00000003,EB20/1980,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-15,2020-06-11,2020-11-24,2020-06-11,66000,66000,2020-11-23,2020-06-11
TF00000005,EB20/1508,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-28,2020-04-12,2020-11-24,2020-11-20,250000,250000,2020-11-23,2020-11-20
22001644,EB20/2185,Nürnberg,90427,Tröster & Co.,A-01,2020-05-11,2020-11-24,2020-11-24,2020-11-20,4000,4000,2020-11-23,2020-11-20
27603473,EB20/1231,Altena-Dahle,58754,Möhling GmbH & Co. KG,B-01,2020-06-07,2020-11-20,2020-11-25,2020-11-20,56000,56000,1753-01-01,2020-11-20
DMR0000011,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-02-10,2020-11-20,2020-11-24,2022-02-02,80000,80000,2020-11-23,2020-11-20
DMR0000003,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-14,2022-02-02,2020-11-24,2022-02-02,55000,55000,2020-11-23,2020-11-20
DMR0000005,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-14,2022-02-02,2020-11-24,2022-02-02,4000,4000,2020-11-23,2020-11-20
DMR0000006,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-14,2020-11-20,2020-11-24,2020-11-20,60000,60000,2020-11-23,2020-11-20
DMR0000011,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-23,2020-10-12,2020-11-24,1753-01-01,7500,7500,2020-11-23,1753-01-01
18201251,EB20/2100,Neunkirchen,91077,SKP Technik GmbH,A-01,2020-02-11,2020-11-25,2020-11-25,2020-11-25,2816,2816,2020-11-24,2020-11-30
6 099 950 025,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-27,2020-09-11,2020-11-27,480,480,1753-01-01,2020-11-17
05345838,EB20/2244,Erkner,15537,RELI Kunststoffe,B-01,2020-02-10,2020-11-30,2020-11-25,2020-11-30,50,50,1753-01-01,2020-11-12
WA00492015,EB20/1343,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-07-29,2020-07-10,2020-11-25,1753-01-01,1000,1000,1753-01-01,1753-01-01
DKG0310071,EB20/1428,Taufkirchen,82024,Bourns Sensors GmbH,B-01,2020-08-13,2022-02-02,2020-11-26,2020-01-12,432,432,1753-01-01,2020-01-12
MV00000341,EB20/1799,Trebbin,14959,Öl- & Filter Vertriebs GmbH,B-01,2020-02-09,2022-02-02,2020-11-26,2022-02-02,100,100,1753-01-01,2020-09-30
17000038,EB20/1791,München,80687,Mouser Electronics,B-01,2020-09-22,2022-02-02,2020-11-26,2020-11-24,2000,2000,1753-01-01,2020-01-12
M20020093,EB20/2317,Zwingenberg,64673,RESINEX Germany GmbH,B-01,2020-10-16,2020-11-26,2020-11-26,2020-11-26,500,500,1753-01-01,2020-11-27
DMR0000013,EB20/2048,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-02-10,2020-11-20,2020-11-26,2020-11-20,80000,80000,2020-11-25,2020-11-20
18000032,EB20/2117,Karben,61184,SHC GmbH,A-01,2020-02-11,2020-11-27,2020-11-26,2020-11-27,1000,1000,2020-11-25,2020-11-27
17000165,EB19/1750,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2019-05-06,2020-11-27,2020-11-26,2020-11-27,1015,1015,1753-01-01,2020-11-27
KS00617704,EB20/1866,Ditzingen,71254,Technische Federn GmbH,B-01,2020-09-10,2020-11-27,2020-11-26,2020-11-27,1000,1000,1753-01-01,2020-11-27
27601891,EB20/1898,Heroldsberg,90562,Walter Schön GmbH,A-01,2020-05-10,2020-11-27,2020-11-26,2020-11-27,2000,2000,2020-11-25,2020-11-27
HDE0900204,EB20/2083,Lohne,49393,Pöppelmann GmbH & Co. KG,A-01,2020-10-28,2020-11-26,2020-11-26,2020-11-27,6000,6000,2020-11-25,2020-11-27
KU00030287,EB20/2224,Dahlewitz,15827,Hildebrandt & Bartsch,B-01,2020-04-11,2020-11-27,2020-11-27,2020-11-27,12,12,1753-01-01,2020-11-18
01550002,EB20/2318,Pforzheim,75179,Heimerle + Meule,B-01,2020-11-17,2020-01-12,2020-11-27,2020-01-12,250,250,1753-01-01,2020-01-12
KS00100703,EB20/1531,Pforzheim,75177,Hoffmann GmbH,B-01,2020-09-18,2020-11-27,2020-11-27,2020-11-27,2500,2500,1753-01-01,2020-11-27
22000773,EB20/1491,Egesheim,78592,Gebrüder Dreher,B-01,2020-08-19,2022-02-02,2020-11-27,2020-11-25,1000,1000,1753-01-01,2020-11-25
HDE0210815,EB20/1743,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2020-09-17,2020-11-27,2020-11-27,2020-11-27,20000,20000,2020-11-26,2020-11-27
18200831,EB20/2015,Bad Driburg,33014,INTEG GmbH,A-01,2020-10-20,2020-11-27,2020-11-27,2020-11-27,2000,2000,2020-11-26,2020-11-27
17200122,EB20/2030,Lauf a. d. Pegnitz,91207,Batal Präzisionswellen GmbH,A-01,2020-10-21,2020-11-27,2020-11-27,2020-11-27,21576,21576,2020-11-26,2020-11-27
KS00526720,EB20/1846,Schwäbisch-Gmünd,73525,Hörnlein Umformtechnik GmbH,B-01,2020-09-10,2020-11-27,2020-11-27,2020-11-27,2500,2500,1753-01-01,2020-11-27
22000648,EB20/1585,Egesheim,78592,Gebrüder Dreher,B-01,2020-03-09,2022-02-02,2020-11-27,2020-03-12,811,811,1753-01-01,2020-11-30
RA00000340,EB20/1168,Remshalden,73630,schmid alutec gmbh & co.kg,A-01,2020-11-06,2020-11-27,2020-11-27,2022-02-02,2304,2304,2020-11-26,2020-01-10
HDE0H03447,EB20/2245,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-11-11,2020-11-27,2020-11-27,2020-11-27,640,640,2020-11-26,2020-11-27
HDE0H03442,EB20/2245,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-11-11,2020-11-27,2020-11-27,2020-11-27,648,648,2020-11-26,2020-11-27
HDE0H03450,EB20/2245,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-11-11,2020-11-27,2020-11-27,2020-11-27,960,960,2020-11-26,2020-11-27
HDE0H03353,EB20/2245,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-11-11,2020-11-27,2020-11-27,2020-11-27,636,636,2020-11-26,2020-11-27
17000143-1,EB20/2138,Winnenden,71364,Albert Eger GmbH & Co. KG,B-01,2020-03-11,2020-01-12,2020-11-30,2020-01-12,20000,20000,1753-01-01,2020-01-12
17200142,EB20/2027,Sömmerda,99610,Püplichhuisen Kabeltechnik Gmb,A-01,2020-10-21,2020-11-27,2020-11-27,2020-11-27,25000,25000,2020-11-26,2020-11-27
HDE0H03448,EB20/2084,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-28,2021-06-01,2020-11-27,2020-11-30,480,480,2020-11-26,2020-11-20
17000158,EB20/1670,Scheer,72516,Karl Späh GmbH & Co. KG,B-01,2020-10-09,2022-02-02,2020-11-30,2021-11-01,5000,5000,1753-01-01,2020-01-12
KS00503705,EB20/1533,Habsheim,FR-68440,EFFBE France S.A.S.,B-01,2020-04-09,2020-11-27,2020-11-30,2020-11-27,2513,2513,1753-01-01,2020-11-27
M0000001,EB20/2335,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-PROD,2020-11-23,2020-11-30,2020-01-12,2020-11-30,1,1,1753-01-01,2020-11-30
M0000004,EB20/2335,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-PROD,2020-11-23,2020-11-30,2020-01-12,2020-11-30,1,1,1753-01-01,2020-11-30
M0000009,EB20/2385,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2020-11-27,2020-10-15,2020-01-12,2020-01-12,2,2,2020-11-30,2020-01-12
17000106,EB20/1680,Oberkirch,77704,Ernst Umformtechnik GmbH,B-01,2020-10-09,2020-10-09,2020-11-30,2020-11-30,24716,24716,1753-01-01,2020-11-30
6 000 139 578,EB20/2206,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-17,2020-11-17,2020-09-11,2020-11-17,2000,2000,1753-01-01,2020-11-17
TF00000005,EB20/1508,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-28,2020-12-18,2020-01-12,2020-11-27,500000,500000,2020-11-30,2020-11-27
TF00000009,EB20/2080,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-28,2020-11-18,2020-01-12,2020-11-18,400,400,2020-11-30,2020-06-11
29300324,EB20/1885,Eslarn,92693,BaS Kunststoffverarbeitung,A-01,2020-02-10,2020-11-27,2020-11-30,2020-11-27,3180,3180,2020-11-29,2020-11-27
18201251,EB20/2100,Neunkirchen,91077,SKP Technik GmbH,A-01,2020-02-11,2033-03-03,2020-01-12,2033-03-03,2464,2464,2020-11-30,2020-11-30
KP0064C117,EB20/2035,Berlin,12001,Max Witte GmbH,A-01,2020-11-23,2020-07-12,2020-01-12,2020-07-12,5000,5000,2020-11-30,2020-07-12
WA00210126,EB20/1966,Stuttgart,70565,Trelleborg Sealing Solutions,B-01,2020-09-09,2020-02-12,2020-11-30,2020-02-12,12695,12695,1753-01-01,2020-02-12
WA00300412,EB20/1966,Stuttgart,70565,Trelleborg Sealing Solutions,B-01,2020-09-09,2022-02-02,2020-11-30,2022-02-02,10000,10000,1753-01-01,2020-02-12
O3 4-1411320-1,EB20/0211,Berlin,14167,Diehl Metal Applications GmbH,A-01,2020-01-30,2020-02-12,2020-02-12,2020-11-27,1982,1982,2020-01-12,2020-11-27
HDE0H22012,EB20/2400,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2020-01-12,2020-04-12,2020-02-12,2020-04-12,25,25,2020-01-12,2020-04-12
HDE0H22013,EB20/2400,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2020-01-12,2020-04-12,2020-02-12,2020-04-12,25,25,2020-01-12,2020-04-12
3D00000300,EB20/2415,Schorndorf,73614,alphacam GmbH,A-01,2020-02-12,2022-02-02,2020-04-12,2022-02-02,3,3,2020-03-12,1753-01-01
3D00000300,EB20/2415,Schorndorf,73614,alphacam GmbH,A-01,2020-02-12,2022-02-02,2020-04-12,2022-02-02,3,3,2020-03-12,1753-01-01
28003127,EB20/1718,Heroldsberg,90562,Walter Schön GmbH,A-01,2020-05-11,2020-11-12,2020-04-12,2020-11-12,20000,20000,2020-03-12,2020-04-12
28035401,EB20/2210,Heroldsberg,90562,Walter Schön GmbH,A-01,2020-09-11,2020-11-12,2020-04-12,2020-11-12,6000,6000,2020-03-12,2020-11-12
TF00000002,EB20/1507,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-10-28,2021-07-01,2020-04-12,2020-04-12,228000,228000,2020-03-12,2020-11-20
HDE0001123,EB20/0318,Bamberg,96052,Robert Bosch GmbH,A-01,2020-09-29,2020-04-12,2020-04-12,2020-04-12,500,500,2020-03-12,2020-04-12
HDE0H11032,EB20/0331,Bamberg,96052,Robert Bosch GmbH,A-01,2020-10-28,2020-11-13,2020-04-12,2020-04-12,3360,3360,2020-03-12,2020-04-12
HDE0H17015,EB20/0333,Bamberg,96052,Robert Bosch GmbH,A-01,2020-04-11,2020-11-12,2020-04-12,2020-04-12,6912,6912,2020-03-12,2020-04-12
HDE0001158,EB20/0328,Bamberg,96052,Robert Bosch GmbH,A-01,2020-10-28,2020-11-12,2020-04-12,2020-04-12,3000,3000,2020-03-12,2020-04-12
03004488,EB20/1800,Iserlohn,58642,Waelzholz Service Center GmbH,B-01,2020-09-16,2020-02-12,2020-07-12,2020-02-12,265,265,1753-01-01,2020-11-25
17000140,EB20/1518,Lenzkirch,79853,Mesa Parts GmbH,B-01,2020-08-24,2022-02-02,2020-07-12,2020-04-12,1170,1170,1753-01-01,2020-04-12
MV00491414,EB20/1601,Pforzheim,75177,Hoffmann GmbH,B-01,2020-07-30,2020-03-12,2020-07-12,2020-03-12,11570,11570,1753-01-01,2020-03-12
MV00491414,EB20/1601,Pforzheim,75177,Hoffmann GmbH,B-01,2020-07-30,2020-03-12,2020-07-12,2020-03-12,53280,53280,1753-01-01,2020-03-12
17000189,EB19/1752,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-01-04,2022-02-02,2020-07-12,2020-04-12,2400,2400,1753-01-01,2020-04-12
17000189,EB19/1752,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-01-04,2022-02-02,2020-07-12,2020-04-12,1600,1600,1753-01-01,2020-04-12
WA00491950,EB20/1403,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-07-31,2020-10-15,2020-07-12,2022-02-02,750,750,1753-01-01,2020-09-10
17000184,EB20/1786,Berlin,12357,SCHERDEL Berlin GmbH & Co. KG,B-01,2020-09-22,2022-02-02,2020-07-12,2020-01-12,6837,6837,1753-01-01,2020-01-12
KS00113701,EB20/1532,Weinheim,69465,Freudenberg FST GmbH,B-01,2020-09-28,2020-07-12,2020-07-12,2020-07-12,2500,2500,1753-01-01,2020-07-12
00301338,EB20/2121,Iserlohn,58584,Adolf Edelhoff GmbH & Co.,B-01,2020-10-11,2020-11-12,2020-07-12,2020-11-12,0,0,1753-01-01,2020-08-12
MV00491411,EB20/1620,Frittlingen,78665,A. Wenzler GmbH & Co. KG,B-01,2020-10-21,2020-02-12,2020-07-12,2020-02-12,30000,30000,1753-01-01,2020-02-12
17200119,EB20/2029,Berlin,12487,Ahlberg Metalltechnik GmbH,A-01,2020-10-21,2020-07-12,2020-07-12,2020-07-12,20000,20000,2020-06-12,2020-11-20
DMR0000001,EB20/1857,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-09-17,2022-02-02,2020-07-12,2020-11-26,10000,10000,2020-06-12,2020-04-11
