provider_no,city,last_date_modified,location_code,post_code,search_name
K04816,Winnenden,2020-12-21,B-01,71364,ALBERT EGER GMBH & CO. KG
K04819,Hemmingen,2020-01-25,A-01,71282,HELUKABEL GMBH
K04820,Sundern,2020-01-25,A-01,59846,ON METALL GMBH
K04821,Marxen,2020-01-25,B-01,21439,LOLAB
K04824,Stuttgart,2020-01-25,B-01,70565,DEKRA AUTOMOBIL GMBH
K04833,Konradsreuth,2020-01-25,A-01,95176,AMM LOGISTICS GMBH
K04835,Korntal-Münchingen,2020-01-25,A-01,70825,ETL PRÜFTECHNIK GMBH
K04836,Schloß Holte-Stukenbrock,2020-01-25,B-01,33758,KUGELLAGER-EXPRESS GMBH
K04838,Berlin,2021-09-14,A-01,13507,RUBIX GMBH
K04839,Georgensgmünd,2020-01-25,B-01,91166,HSM STAHL- UND METALLHANDEL
K04840,Lüneburg,2021-03-25,A-01,21337,AALBERTS SURFACE TECHNOLOGIES GMBH
K04841,Remshalden,2020-01-25,A-01,73630,DR. WIESNER STEUERUNGS-
K04842,Crailsheim,2020-03-06,A-01,74564,ELABO GMBH
K04844,Cham,2020-01-25,A-01,CH-6330,REPIR GMBH
K04845,Köln,2020-01-25,A-01,50968,INFICON GMBH
K04846,Luckenwalde,2020-01-25,A-01,14943,TSCHECH LABORAUSSTATTER E.K.
K04847,Alfdorf,2020-01-28,A-01,73553,LORENZ MESSTECHNIK GMBH
K04848,Remshalden,2021-04-29,A-01,73630,SCHMID ALUTEC GMBH & CO.KG
K04850,Steinbach,2020-04-27,A-01,96361,PAUL RAUSCHERT STEINBACH GMBH
K04851,Tokyo,2021-05-26,A-01,108-0074,TAICA CORPORATION
K04855,Berlin,2020-02-19,A-01,10969,ARTUR SCHAMBACH GMBH
K04856,Leipzig,2020-01-25,A-01,04178,1HEIZ PELLETS AG
K04857,Damme,2021-10-13,A-01,49401,K+K HYGIENE PRODUKTE
K04858,Erfurt,2020-03-19,A-01,99089,KALINSKY SENSOR ELEKTRONIK GMBH & CO. KG
K04859,Helmbrechts,2021-10-13,A-01,95233,RUDI GÖBEL GMBH & CO. KG
K04860,Reichshof-Hespert,2021-10-13,B-01,51580,EMIL MÜLLER GMBH METALLWERK
K04861,Weilerswist,2021-10-13,A-01,53919,LANCONNECT GMBH
K04862,Bremen,2020-12-14,A-01,28359,DISTRELEC DEUTSCHLAND GMBH
K04864,Breitenau,2020-06-15,A-01,67661,FUCHS LUBRITECH GMBH
K04865,Berlin,2020-10-23,B-01,12307,GEYER UMFORMTECHNIK GMBH
K04866,Görlitz,2020-10-23,B-01,02826,BATTERYEMPIRE
K04868,Kleve,2020-06-10,A-01,47533,CLEVER-AS-TECHNIK GMBH
K04871,Bremen,2021-10-13,B-01,28279,HILLMANN & GEITZ GMBH & CO. KG
K04872,Ortenburg,2020-10-23,A-01,94496,WEGERTSEDER
K04873,Selb,2021-09-29,A-01,95100,RAPA AUTOMOTIVE GMBH & CO. KG
K04874,Remscheid,2020-10-23,B-01,42855,ELEKTRO-TECHNIK-GROTE
K04875,Herrsching,2020-10-11,B-01,82211,HHB
K04876,Berlin,2021-01-09,B-01,10713,ALBIS DISTRIBUTION GMBH & CO. KG
K04877,Stuttgart,2021-01-12,A-01,70173,NIC MEDIA GMBH ONLINESHOPS
K04878,Langerwehe,2021-10-13,B-01,52379,KUNSTSTOFFE HERTRAMPF GMBH
K04879,Anzing,2021-10-13,A-01,85646,SCHRAUBENHIMMEL.DE
K04880,Moers,2021-10-13,B-01,47445,EUROPEAN STEEL BUSINESS
K04881,Hilden,2020-10-23,B-01,40721,UNIS GROUP
K04885,Maulbronn,2021-10-13,B-01,75433,RENNER  GMBH
K04886,Regensburg,2021-10-13,A-01,93059,B2B PARTNER GMBH
K04892,Aadorf,2021-02-11,A-01,CH-8355,SAXONIA-FRANKE GMBH & CO. KG
K04893,Wuppertal,2021-10-13,B-01,42349,STAHLWILLE
K04894,Berlin,2021-03-19,A-01,13127,LABOGAS GMBH
K04895,EVORA,2022-07-01,A-01,7006-801,TE CONNECTIVITY SOLUTIONS GMBH
K04896,Mülheim-Kärlich,2021-10-13,A-01,56218,MEBEDO GMBH
K04898,Mörfelden-Walldorf,2021-03-11,A-01,64546,EU AUTOMATION GMBH
K04899,Wuppertal,2021-10-13,A-01,42349,WERA WERKZEUGE GMBH
K04901,Bad Kreuznach,2021-10-13,A-01,55545,DR. HEINRICH SCHNEIDER MESSTECHNIK GMBH
K04902,Bous,2021-07-07,B-01,L-5408,ITASC S.A.
K04903,Waidhofen/Thaya,2021-11-22,A-01,AT-3830,TYCO ELECTRONICS AUSTRIA GMBH
K04905,Solingen,2021-12-21,A-01,42659,GEDORE WERKZEUGFABRIK GMBH & CO. KG
K04906,Adelsheim,2021-08-13,B-01,74740,SCHIMMEL MANUFACTURING GMBH & CO. KG
K04907,Gerlingen,2021-10-13,A-01,70839,STOTZ FEINMESSTECHNIK GMBH
K04911,Frankfurt am Main,2021-09-16,A-01,60549,DELL GMBH
K04912,Oldenburg,2021-10-13,A-01,26135,STEFAN KUPIETZ GMBH & COKG
K04914,Rheinbreitbach,2021-12-23,A-01,53619,BLUHM SYSTEME GMBH
K04915,Reiskirchen-Ettingshausen,2021-10-27,A-01,35447,FEDERNFABRIK SUBTIL GMBH
K04918,Pegnitz,2021-01-12,A-01,91257,LUPEG GMBH
K04919,Nový Bydžov,2021-12-15,A-01,504 01,DATWYLER SEALING TECHNOLOGIES CZ S.R.O.
