purchase_no,amount_including_vat,amount,expected_receipt_date,location_code,order_date,quantity_invoiced,quantity_received,quantity,really_receipt_datetime,requested_receipt_date
28003325,404.48,339.9,2021-01-04,A-01,2021-05-02,20600,20600,20600,2021-03-31,2021-01-04
28035203,3124.86,2625.93,2021-05-17,A-01,2021-05-02,9780,9780,9780,2021-05-18,2021-01-04
40063526,715.71,601.44,2021-03-19,A-01,2021-05-02,3200,3200,3200,2021-03-15,2021-03-19
40063525,670.59,563.52,2021-03-19,A-01,2021-05-02,2400,2400,2400,2021-03-15,2021-03-19
40063527,798.92,671.36,2021-03-19,A-01,2021-05-02,3200,3200,3200,2021-03-15,2021-03-19
003003663,1110.03,932.8,2021-05-18,B-01,2021-05-02,265,265,265,2021-05-20,2021-05-03
O3 1-1393583-5,20.33,19.0,2021-04-03,A-01,2021-02-18,200,200,200,2021-03-03,2021-04-03
O3 1-1393565-9,5.35,5.0,2021-04-03,A-01,2021-02-19,1000,1000,1000,2021-03-03,2021-05-03
KU00024748-4,1336.97,1123.5,2021-05-03,A-01,2021-05-02,1498,1498,1498,2021-02-03,2021-05-03
TF00000005,1350.65,1135.0,2021-11-03,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-05-03
TF00000005,1350.65,1135.0,2021-07-04,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-12-03
TF00000005,1350.65,1135.0,2021-07-04,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-03-19
TF00000005,1350.65,1135.0,2021-07-04,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-03-26
TF00000005,1350.65,1135.0,2021-04-16,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-04-16
TF00000005,1350.65,1135.0,2021-04-23,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-04-23
TF00000005,1350.65,1135.0,2021-04-30,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-04-30
TF00000005,1350.65,1135.0,2021-07-05,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-07-05
TF00000005,1350.65,1135.0,2021-12-05,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-12-05
DMR0000005,315.73,265.32,2021-12-02,A-01,2020-12-23,36000,36000,36000,2021-03-14,2021-04-03
DMR0000005,561.3,471.68,2021-03-16,A-01,2021-08-01,64000,64000,64000,2021-03-14,2021-03-16
17200135,5307.4,4460.0,2021-12-03,A-01,2021-08-02,20000,20000,20000,2021-11-03,2021-03-19
27601374,590.62,496.32,2021-05-03,A-01,2021-08-02,24816,24816,24816,2021-04-03,2021-05-03
M20020355,5881.58,4942.5,2021-05-20,B-01,2020-09-11,750,750,750,2021-05-25,2021-12-03
MV00491414,4702.88,3952.0,2021-05-28,B-01,2021-01-22,76000,76000,76000,2021-05-24,2021-05-28
MV00491677,771.12,648.0,2021-03-05,B-01,2021-01-25,9000,9000,9000,2021-04-05,2021-03-05
MV00491676,4350.64,3656.0,2021-05-19,B-01,2021-02-04,10000,10000,10000,2021-05-16,2021-05-19
KU00024748-5,12006.84,10089.78,2021-09-04,A-01,2021-08-02,2022,2022,2022,2021-06-04,2021-09-04
18000000,1844.5,1550.0,2021-04-05,A-01,2021-09-02,1000,1000,1000,2021-04-15,2021-01-04
18000000,922.25,775.0,2021-04-19,A-01,2021-09-02,500,500,500,2021-04-15,2021-04-19
ZG00003106,4641.48,3900.4,2021-04-28,A-01,2021-05-02,245,245,245,2021-04-27,2021-04-28
ZG00003102,261.8,220.0,2021-09-04,A-01,2021-09-02,200,200,200,2021-04-13,2021-09-04
17000218,6775.49,5693.69,2021-08-04,B-01,2021-09-02,2772,2772,2772,2021-06-05,2021-06-04
17000218,6775.49,5693.69,2021-06-05,B-01,2021-09-02,2772,2772,2772,2021-06-05,2021-06-05
KS00617002,1563.18,1313.6,2021-09-30,B-01,2021-12-02,1000,1000,1000,2021-09-28,2021-04-23
HD00020007,3516.45,2955.0,2021-04-30,B-01,2021-05-03,1500,1500,1500,2021-04-28,2021-04-30
01061592,294.76,247.7,2021-12-03,A-01,2021-12-02,5,5,5,2021-03-14,2021-05-03
TF00000009,878.71,738.41,2021-09-03,A-01,2021-10-02,400,400,400,2021-08-03,2021-05-03
38001158,1261.4,1060.0,2021-03-17,A-01,2021-03-03,200000,200000,200000,2021-03-16,2021-03-17
ZEMZUSCHLA,1569.66,1319.04,2021-03-17,A-01,2021-03-17,0,0,1,2021-03-16,2021-03-17
M0000009,271.68,228.3,2021-11-02,A-01,2021-10-02,1,1,1,2021-10-02,2021-11-02
00981988,533.12,448.0,2021-09-03,A-01,2021-10-02,20,20,20,2021-08-03,2021-05-03
VW00100800,676.02,568.08,2021-02-19,A-01,2021-10-02,1578,1578,1578,2021-02-24,2021-03-24
17000132-1,297.5,250.0,2021-03-31,B-01,2021-10-02,50000,50000,50000,2021-03-30,2021-03-31
17000122,1801.99,1514.28,2021-12-05,B-01,2021-02-15,105894,105894,105894,2021-05-20,2021-12-05
17000123,929.63,781.2,2021-12-05,B-01,2021-10-02,31500,31500,31500,2021-05-20,2021-12-05
BI00102328,1838.02,1838.02,2021-04-30,B-01,2021-02-26,960,960,960,2021-10-05,2021-04-30
BI00102304,2177.5,2177.5,2021-12-05,B-01,2021-02-26,1168,1168,1168,2021-10-05,2021-04-30
17000207,4998.0,4200.0,2021-05-19,B-01,2021-10-02,15000,15000,15000,2021-05-19,2021-04-16
17000128,499.8,420.0,2021-05-17,B-01,2021-10-02,10000,10000,10000,2021-05-27,2021-05-14
17000168,1073.45,902.06,2021-08-06,B-01,2021-10-02,2410,2410,2410,2021-07-15,2021-05-20
17000168,1069.0,898.32,2021-06-16,B-01,2021-05-19,2400,2400,2400,2021-07-15,2021-06-16
17000169,1087.27,913.67,2021-08-06,B-01,2021-10-02,2441,2441,2441,2021-07-18,2021-05-20
17000169,1069.0,898.32,2021-06-16,B-01,2021-10-02,2400,2400,2400,2021-07-18,2021-06-16
17000170,1082.8,909.92,2021-08-06,B-01,2021-10-02,2431,2431,2431,2021-07-15,2021-05-20
17000170,1102.99,926.88,2021-06-16,B-01,2021-10-02,2400,2400,2400,2021-07-15,2021-06-16
MV00491522,3567.62,2998.0,2021-04-26,B-01,2021-03-02,4000,4000,4000,2021-04-22,2021-07-04
KS00355001,2231.25,1875.0,2021-01-10,B-01,2021-06-08,10000,10000,10000,2021-09-29,2021-01-10
MV00491410,5522.53,4640.78,2021-07-07,B-01,2021-11-02,71950,71950,71950,2021-04-07,2021-01-07
MV00491414,4579.12,3848.0,2021-01-07,B-01,2021-02-25,74000,74000,74000,2021-05-07,2021-01-07
KS00100703,1879.31,1579.25,2021-09-07,B-01,2021-04-30,2500,2500,2500,2021-07-07,2021-09-07
KS00505701,2022.29,1699.4,2021-04-30,B-01,2021-05-03,2000,2000,2000,2021-04-28,2021-04-30
KS00100703,1879.31,1579.25,2021-10-15,B-01,2021-06-08,2500,2500,2500,2021-10-14,2021-10-15
NW00009031,13647.54,11468.52,2021-05-19,B-01,2021-01-27,6300,6300,6300,2021-05-17,2021-05-19
ABB0038943,555.33,466.66,2021-03-17,A-01,2021-03-03,3500,3500,3500,2021-03-16,2021-03-17
27900057,401.2,337.14,2021-02-26,A-01,2021-12-02,5032,5032,5032,2021-02-25,2021-02-26
RA00000340,14684.86,12340.22,2021-01-04,A-01,2020-10-12,2304,2304,2304,2021-07-27,2021-01-04
RA00000340,14684.86,12340.22,2099-09-09,A-01,2021-05-02,2304,2304,2304,2021-05-26,2021-05-28
RA00000580,913.92,768.0,2021-05-17,A-01,2021-05-03,3840,3840,3840,2021-05-17,2021-05-17
HDE0H03446,273.97,230.23,2021-03-19,A-01,2021-02-15,805,805,805,2021-11-05,2021-03-19
HDE0H03447,272.28,228.8,2021-03-19,A-01,2021-02-15,800,800,800,2021-11-05,2021-03-19
HDE0H03448,217.81,183.04,2021-03-19,A-01,2021-02-15,640,640,640,2021-11-05,2021-03-19
HDE0H03448,435.64,366.08,2021-04-26,A-01,2021-02-15,1280,1280,1280,2021-11-05,1753-01-01
HDE0H03449,326.73,274.56,2021-03-19,A-01,2021-02-15,960,960,960,2021-11-05,2021-03-19
HDE0H03449,108.91,91.52,2021-04-26,A-01,2021-02-15,320,320,320,2021-11-05,1753-01-01
HDE0H03450,544.54,457.6,2021-03-19,A-01,2021-02-15,1600,1600,1600,2021-11-05,2021-03-19
HDE0H03451,432.91,363.79,2021-03-19,A-01,2021-02-15,1272,1272,1272,2021-11-05,2021-03-19
HDE0H04002,1532.13,1287.5,2021-03-26,A-01,2021-02-15,25000,25000,25000,2021-03-24,2021-03-26
HDE0H22013,10466.05,8795.0,2021-02-07,A-01,2021-10-03,10000,10000,10000,2021-06-30,2021-06-18
HDE0H26001,903.1,758.91,2021-03-26,A-01,2021-02-15,3136,3136,3136,2021-03-28,2021-03-26
02284329,2171.99,1825.2,2021-04-16,B-01,2021-12-03,104,104,104,2021-08-04,2021-04-16
DMR0000024,564.06,474.0,2021-05-03,A-01,2021-02-19,10,10,10,2021-04-03,2021-05-03
DMR0000021,236.46,198.7,2021-01-03,A-01,2021-01-25,10,10,10,2021-02-23,2021-01-03
DMR0000020,163.86,137.7,2021-01-03,A-01,2021-01-25,5,5,5,2021-02-23,2021-01-03
M0000009,543.35,456.6,2021-02-18,A-01,2021-02-16,2,2,2,2021-02-17,2021-02-18
38000465,5578.72,4688.0,2021-03-19,A-01,2021-02-17,146500,146500,146500,2021-03-18,2021-03-19
ZEMZUSCHLA,1293.96,1087.36,2021-03-19,A-01,2021-02-17,0,0,1,2021-03-18,2021-03-19
BI00500837,9405.94,8790.6,2021-09-04,B-01,2021-09-04,420,420,420,2021-06-04,2021-09-04
KS00500702,809.2,680.0,2021-05-21,B-01,2021-01-29,680,680,680,2021-05-24,2021-05-21
MV00491409,3195.69,2685.45,2021-02-06,B-01,2021-01-13,89515,89515,89515,2021-05-31,2021-02-06
MV00491411,3755.64,3156.0,2021-11-06,B-01,2021-04-30,30000,30000,30000,2021-06-13,2021-11-06
MV00491412,5822.43,4892.8,2021-07-05,B-01,2021-01-29,32000,32000,32000,2021-04-22,2021-07-05
MV00491425,1668.77,1402.33,2021-02-06,B-01,2021-04-21,47058,47058,47058,2021-05-30,2021-02-06
17000206,1949.22,1638.0,2021-04-14,B-01,2021-02-18,6000,6000,6000,2021-08-04,2021-04-14
DMR0000001,3552.86,2985.6,2021-08-04,A-01,2021-12-02,60000,60000,60000,2021-04-28,2021-01-04
DMR0000001,1184.29,995.2,2021-08-04,A-01,2021-02-18,20000,20000,20000,2021-04-28,2021-01-04
DMR0000001,296.07,248.8,2021-01-04,A-01,2021-02-18,5000,5000,5000,2021-04-28,2021-01-04
DMR0000001,888.22,746.4,2099-09-09,A-01,2021-02-18,15000,15000,15000,2021-04-28,2021-01-04
DMR0000002,1131.17,950.56,2021-01-04,A-01,2021-04-03,203,203,203,2021-04-28,2021-01-04
DMR0000003,1077.18,905.2,2099-09-09,A-01,2021-01-22,124000,124000,124000,2021-04-28,2021-01-04
DMR0000003,1389.92,1168.0,2099-09-09,A-01,2021-02-18,160000,160000,160000,2021-04-28,2021-01-04
DMR0000004,1726.1,1450.5,2021-01-04,A-01,2021-02-25,150000,150000,150000,2021-04-28,2021-01-04
11000055,317.87,267.12,2021-12-03,A-01,2021-02-18,6,6,6,2021-03-15,2021-12-03
17200110,1014.87,852.83,2021-03-19,A-01,2021-02-18,389,389,389,2021-03-18,2021-02-26
KS00113704,1604.67,1348.46,2021-04-27,B-01,2021-05-03,1910,1910,1910,2021-04-25,2021-04-23
KS00500003,2975.0,2500.0,2021-05-28,B-01,2021-05-02,2500,2500,2500,2021-05-19,2021-05-28
KS00500705,644.98,542.0,2021-04-22,B-01,2021-03-25,2000,2000,2000,2021-04-20,2021-04-22
KS00508701,952.12,800.1,2021-04-16,B-01,2021-12-02,3000,3000,3000,2021-04-15,2021-04-16
17000186,1429.43,1201.2,2021-04-19,B-01,2021-02-18,12000,12000,12000,2021-04-18,2021-04-15
17000120,1528.5,1284.45,2021-07-14,B-01,2021-02-18,36594,36594,36594,2021-12-07,2021-10-06
DR00516055,1369.36,1150.72,2021-05-03,B-01,2021-02-19,928,928,928,2021-03-25,2021-05-03
00345677,823.42,691.95,2021-03-24,Z-DIEHL,2021-02-24,5187,5187,5187,2021-03-22,2021-03-24
00345655,823.42,691.95,2021-03-24,Z-DIEHL,2021-02-24,5187,5187,5187,2021-03-22,2021-03-24
M0000009,543.35,456.6,2021-02-23,A-01,2021-02-22,2,2,2,2021-02-22,2021-02-23
O3 4-1393565-4,6.74,6.3,2021-12-03,A-01,2021-02-26,420,420,420,2021-03-03,2021-12-03
O3 1-1393583-5,20.33,19.0,2021-03-19,A-01,2021-05-03,200,200,200,2021-03-03,2021-03-19
29300357,27.82,26.0,2021-12-03,A-01,2021-02-19,2000,2000,2000,2021-03-03,2021-12-03
MV00491533,8026.55,6745.0,2021-05-05,B-01,2021-03-24,26980,26980,26980,2021-05-05,2021-05-05
02271822,13661.2,11480.0,2021-11-06,A-01,2020-10-16,28,28,28,2021-06-13,2021-11-06
MV00491617,726.38,610.4,2021-07-05,B-01,2021-03-26,25200,25200,25200,2021-03-05,2021-07-05
MV00491617,699.6,587.9,2021-04-06,B-01,2021-04-23,25200,25200,25200,2021-06-06,2021-04-06
KP0064C007,113.05,95.0,2021-12-03,A-01,2021-02-26,6450,6450,6450,2021-11-03,2021-05-03
M0000009,271.68,228.3,2021-02-25,A-01,2021-02-24,1,1,1,2021-02-24,2021-02-25
KP0064C184,195.83,164.56,2021-10-03,A-01,2021-02-24,6800,6800,6800,2021-10-03,2021-05-03
DMR0000014,792.37,665.86,2021-03-25,A-01,2021-02-23,3600,3600,3600,2021-08-04,2021-09-03
DMR0000014,330.16,277.44,2021-03-25,A-01,2021-02-24,1500,1500,1500,2021-08-04,2021-09-03
DMR0000015,205.78,172.92,2021-03-25,A-01,2021-02-23,6000,6000,6000,2021-08-04,2021-09-03
BI00102200,1621.5,1621.5,2021-05-28,B-01,2021-03-19,5000,5000,5000,2021-05-27,2021-05-28
BI00591098,740.0,740.0,2021-11-06,B-01,2021-05-03,2000,2000,2000,2021-10-06,2021-04-06
BI00210018,900.0,900.0,2021-04-06,B-01,2021-05-03,5000,5000,5000,2021-05-30,2021-04-06
KS00525765-1,473.04,397.51,2021-03-26,B-01,2021-12-03,313,313,313,2021-03-25,2021-03-26
KS00520716-1,380.8,320.0,2021-03-26,B-01,2021-05-03,500,500,500,2021-03-25,2021-03-26
HDE0004011,1589.84,1336.0,2021-05-03,A-01,2021-02-26,100,100,100,2021-04-03,2021-05-03
01061613,1038.77,872.92,2021-03-26,A-01,2021-02-26,21,21,21,2021-03-30,2021-03-26
01063197,909.16,764.0,2021-01-04,A-01,2021-04-03,88,88,88,2021-03-30,2021-01-04
18004656,3960.56,3328.2,2021-06-18,A-01,2021-02-26,309600,309600,309600,2021-06-20,2021-06-18
00320397,430.4,361.68,2021-09-04,A-01,2021-02-26,54800,54800,54800,2021-04-13,2021-09-04
17000150,590.84,496.5,2021-11-06,B-01,2021-02-26,7500,7500,7500,2021-11-16,2021-11-06
17000150,196.94,165.5,2021-01-11,B-01,2021-02-26,2500,2500,2500,2021-11-16,2021-11-06
38002192,1071.0,900.0,2021-03-19,A-01,2021-02-26,15000,15000,15000,2021-03-18,2021-03-19
ZEMZUSCHLA,164.77,138.46,2021-03-19,A-01,2021-02-26,0,0,1,2021-03-18,2021-03-19
M0000009,543.35,456.6,2021-02-03,A-01,2021-01-03,2,2,2,2021-01-03,2021-02-03
D44000001,5402.6,4540.0,2021-04-29,A-01,2021-03-15,40,40,40,2021-08-09,2021-04-29
D44000001,5402.6,4540.0,2021-07-06,A-01,2021-04-23,40,40,40,2021-08-09,2021-07-06
D44000001,5402.6,4540.0,2021-07-09,A-01,2021-07-23,40,40,40,2021-08-09,2021-07-09
RA00000180,243.47,204.6,2021-04-27,A-01,2021-04-27,300,300,300,2021-04-26,2021-04-27
RA00000180,40.58,34.1,2021-04-27,A-01,2021-04-27,50,50,50,2021-04-26,2021-04-27
GK00059100,59.5,50.0,2021-04-27,A-01,2021-04-27,1,1,1,2021-04-26,2021-04-27
RA00000250,6948.65,5839.2,2099-09-09,A-01,2021-01-03,3600,3600,3600,2021-05-25,2021-05-25
RA00000280,206.94,173.9,2021-11-03,A-01,2020-11-19,1000,1000,1000,2021-05-25,2021-11-03
RA00000280,1862.47,1565.1,2021-05-21,A-01,2021-01-29,9000,9000,9000,2021-05-25,2021-05-21
HDE0210815,1071.0,900.0,2021-04-23,A-01,2021-01-03,10000,10000,10000,2021-06-21,2021-04-23
HDE0210815,1071.0,900.0,2021-10-06,A-01,2021-01-03,10000,10000,10000,2021-06-21,2021-04-30
HDE0430752,267.75,225.0,2021-12-05,A-01,2021-01-03,5000,5000,5000,2021-10-05,2021-12-05
HDE0610275,714.0,600.0,2021-03-26,A-01,2021-01-03,10000,10000,10000,2021-03-24,2021-03-26
HDE0H39001,1262.59,1061.0,2021-04-23,A-01,2021-01-03,10000,10000,10000,2021-04-21,2021-04-23
HDE0953402,8761.38,7362.5,2021-02-07,A-01,2021-04-03,950,950,950,2021-01-07,2021-02-07
HDE0H04002,612.85,515.0,2021-12-05,A-01,2021-01-03,10000,10000,10000,2021-01-06,2021-12-05
HDE0H04002,919.28,772.5,2021-02-06,A-01,2021-01-03,15000,15000,15000,2021-01-06,2021-12-05
HDE0H05003,3370.08,2832.0,2021-12-05,A-01,2021-01-03,20000,20000,20000,2021-10-05,2021-12-05
HDE0H06006,628.56,528.2,2021-07-23,A-01,2021-01-03,10000,10000,10000,2021-07-21,2021-07-23
HDE0H06007,928.08,779.9,2021-04-06,A-01,2021-01-03,10000,10000,10000,2021-02-06,2021-04-06
KS00525730,1715.34,1715.34,2021-04-16,B-01,2021-02-26,839,839,839,2021-04-14,2021-03-26
RA00000560,177.07,148.8,2021-01-06,A-01,2021-01-06,1000,1000,1000,2021-05-31,2021-01-06
TF00000008,322.86,271.31,2021-03-16,A-01,2021-02-03,160,160,160,2021-03-29,2021-03-16
BI00449810,3224.9,2710.0,2021-09-04,B-01,2021-12-03,2000,2000,2000,2021-03-30,2021-09-04
WA00300413,661.64,556.0,2021-05-05,B-01,2019-12-06,5000,5000,5000,2021-05-19,2021-05-05
WA00300413,661.64,556.0,2021-06-15,B-01,2019-07-23,5000,5000,5000,2021-05-19,2021-06-15
WA00491491,1475.6,1240.0,2021-11-06,B-01,2021-02-19,4000,4000,4000,2021-06-13,2021-11-06
PN00491484,2793.94,2347.85,2021-10-06,B-01,2021-04-03,1450,1450,1450,2021-08-06,2021-10-06
17200132,6687.04,5619.36,2021-07-04,A-01,2021-02-03,35121,35121,35121,2021-06-04,2021-01-04
MV00491619,13589.38,11419.65,2021-02-06,B-01,2021-03-26,8704,8704,8704,2021-07-06,2021-05-21
MV00491619,13589.38,11419.65,2021-06-18,B-01,2021-02-04,8704,8704,8704,2021-06-16,2021-05-28
MV00491619,13589.38,11419.65,2021-06-23,B-01,2021-04-23,8704,8704,8704,2021-01-07,2021-06-18
MV00491619,13589.38,11419.65,2021-09-07,B-01,2021-12-05,8704,8704,8704,2021-07-15,2021-09-07
MV00491619,13589.38,11419.65,2021-07-23,B-01,2021-05-28,8704,8704,8704,2021-07-22,2021-07-23
KS00355704,4009.75,3369.54,2021-02-07,B-01,2021-12-03,1088,1088,1088,2021-01-07,2021-02-07
KS00617703,4415.02,3710.1,2021-05-11,B-01,2021-04-23,1490,1490,1490,2021-04-11,2021-05-11
17000039,466.6,392.1,2021-04-30,B-01,2021-02-03,6000,6000,6000,2021-06-05,2021-04-30
BI00099045,1599.36,1344.0,2021-04-30,B-01,2021-05-03,2025,2025,2025,2021-03-05,2021-04-30
HES0000007,5132.17,4312.75,2021-07-21,B-01,2021-02-22,325,325,325,2021-07-18,2021-07-15
00986538,87.94,73.9,2099-09-09,A-01,2021-03-03,10,10,10,2021-09-03,2021-12-03
M0000009,271.68,228.3,2021-04-03,A-01,2021-03-03,1,1,1,2021-03-03,2021-04-03
KS00520716-1,380.8,320.0,2021-07-04,B-01,2021-03-17,500,500,500,2021-05-04,2021-07-04
27602326,14510.24,12193.48,2021-09-07,A-01,2021-11-03,1022,1022,1022,2021-02-08,2021-09-07
ZEMZUSCHLA,182.27,153.17,2021-09-07,A-01,2021-11-03,0,0,1,2021-02-08,2021-09-07
17200119,1503.21,1263.2,2021-04-23,A-01,2021-04-03,8349,8349,8349,2021-04-29,2021-04-23
17200119,2097.73,1762.8,2021-04-30,A-01,2021-04-03,11651,11651,11651,2021-04-29,2021-04-23
17200124,2375.24,1996.0,2021-01-04,A-01,2021-04-03,20000,20000,20000,2021-08-04,2021-01-04
17200142,2210.25,1857.35,2021-06-04,A-01,2021-04-03,25000,25000,25000,2021-05-04,2021-01-04
17200142,2139.02,1797.5,2021-04-30,A-01,2021-04-03,25000,25000,25000,2021-05-04,2021-04-30
17200122,916.3,770.0,2021-05-21,A-01,2021-04-03,20000,20000,20000,2021-05-20,2021-05-21
RA00000370,2052.75,1725.0,2021-04-29,A-01,2021-04-03,50000,50000,50000,2021-04-27,2021-04-29
GK00059100,416.5,350.0,2099-09-09,A-01,2021-04-03,1,1,1,2021-04-27,2021-04-29
KS00113701,2681.07,2253.0,2021-05-21,B-01,2021-12-03,2500,2500,2500,2021-05-18,2021-05-21
KS00503705,3783.99,3783.99,2021-05-21,B-01,2021-02-26,2590,2590,2590,2021-10-05,2021-05-21
KS00526714,8108.18,6813.6,2021-05-31,B-01,2021-03-26,2550,2550,2550,2021-05-30,2021-05-21
17200142,2139.03,1797.5,2021-02-06,A-01,2021-04-03,25000,25000,25000,2021-05-31,2021-02-06
M20020297-MUK,1252.48,1052.5,2021-04-27,B-01,2021-09-04,250,250,250,2021-04-25,2021-09-04
ABB0038955-1,2438.31,2049.0,2021-04-30,A-01,2021-04-03,5000,5000,5000,2021-04-29,2021-04-30
28000916,3440.12,2890.86,2021-03-26,A-01,2021-04-03,13766,13766,13766,2021-03-25,2021-03-26
24000079,344.8,289.75,2021-01-04,B-01,2021-04-03,2,2,2,2021-03-30,2021-01-04
MV00409230,6134.39,5154.95,2021-07-06,B-01,2021-10-03,464,464,464,2021-05-17,2021-05-05
WA00801026,289.17,243.0,2021-09-04,B-01,2021-10-03,10000,10000,10000,2021-07-04,2021-07-04
KS00520726-1,1242.36,1044.0,2021-03-26,B-01,2021-12-03,600,600,600,2021-03-25,2021-03-26
M0000009,271.68,228.3,2021-09-03,A-01,2021-05-03,1,1,1,2021-08-03,2021-09-03
17000108,147.19,123.69,2021-11-06,B-01,2021-05-03,1900,1900,1900,2021-06-30,2021-05-17
17000108,627.5,527.31,2021-06-25,B-01,2021-05-03,8100,8100,8100,2021-06-30,2021-05-17
17000115,7032.9,5910.0,2021-11-06,B-01,2021-05-03,3000,3000,3000,2021-08-06,2021-05-19
17000125,2943.88,2473.85,2021-07-05,B-01,2021-03-26,17061,17061,17061,2021-08-31,2021-07-05
17000125,3062.25,2573.32,2021-01-07,B-01,2021-03-26,17747,17747,17747,2021-08-31,2021-07-05
17000125,895.88,752.84,2021-07-09,B-01,2021-03-26,5192,5192,5192,2021-08-31,2021-07-05
17000154,473.94,398.27,2021-04-30,B-01,2021-05-03,1619,1619,1619,2021-05-18,2021-04-30
17000154,1639.35,1377.6,2021-05-17,B-01,2021-05-03,5600,5600,5600,2021-05-18,2021-04-30
17000202,2380.0,2000.0,2021-01-11,B-01,2021-02-15,9000,9000,9000,2021-10-25,2021-01-11
17000206,974.61,819.0,2021-11-06,B-01,2021-05-03,3000,3000,3000,2021-10-06,2021-11-06
D440000511,1120.98,942.0,2021-04-27,A-01,2021-03-16,30,30,30,2021-04-28,2021-04-27
17000441,856.42,719.68,2021-06-22,B-01,2021-01-06,4160,4160,4160,2021-06-17,2021-06-22
22001544,224.32,188.5,2021-05-21,B-01,2021-04-23,6500,6500,6500,2021-05-25,2021-05-21
22001642,278.82,234.3,2021-06-22,B-01,2021-05-25,3300,3300,3300,2021-06-17,2021-06-22
6 099 302 805,1799.28,1512.0,2021-12-05,B-01,2021-04-14,1260,1260,1260,2021-10-05,2021-12-05
RA00000480,424.83,357.0,2021-01-07,A-01,2021-09-03,5000,5000,5000,2021-06-30,2021-08-06
HES0000125,838.83,704.9,2021-04-19,A-01,2021-02-19,249,249,249,2021-04-18,2021-04-16
17000149,1190.0,1000.0,2021-06-29,B-01,2021-09-03,5000,5000,5000,2021-11-07,2021-06-18
17000149,1190.0,1000.0,2021-07-29,B-01,2021-09-03,5000,5000,5000,2021-11-07,2021-07-15
17000151,168.86,141.9,2021-06-07,B-01,2021-09-03,2200,2200,2200,2021-11-28,2021-06-22
17000151,214.92,180.6,2021-01-11,B-01,2021-09-03,2800,2800,2800,2021-11-28,2021-06-22
17000151,383.77,322.5,2021-01-11,B-01,2021-09-03,5000,5000,5000,2021-11-28,2021-08-20
KS90525739,113.05,95.0,2021-03-26,B-01,2021-05-03,500,500,500,2021-03-22,2021-03-19
KS00525770-1,434.35,365.0,2021-04-14,B-01,2021-03-22,500,500,500,2021-04-14,2021-12-04
M20020315,616.42,518.0,2021-07-16,B-01,2021-02-18,100,100,100,2021-11-07,2021-03-06
RA00000750,467.67,393.0,2099-09-09,A-01,2021-04-26,30,30,30,2021-09-05,2021-10-05
RA00000740,1403.01,1179.0,2099-09-09,A-01,2021-04-26,90,90,90,2021-09-05,2021-10-05
HDE0H03343,165.41,139.0,2021-03-05,A-01,2021-10-03,486,486,486,2021-04-28,2021-01-04
HDE0H03344,164.39,138.14,2021-03-05,A-01,2021-10-03,483,483,483,2021-04-28,2021-01-04
HDE0H03345,164.38,138.14,2021-03-05,A-01,2021-10-03,483,483,483,2021-04-28,2021-01-04
HDE0H03346,164.39,138.14,2021-03-05,A-01,2021-10-03,483,483,483,2021-04-28,2021-01-04
HDE0H03348,163.36,137.28,2021-03-05,A-01,2021-10-03,480,480,480,2021-04-28,2021-01-04
HDE0H03349,163.36,137.28,2021-03-05,A-01,2021-10-03,480,480,480,2021-04-28,2021-01-04
HDE0H03351,162.34,136.42,2021-03-05,A-01,2021-10-03,477,477,477,2021-04-28,2021-01-04
HDE0H03352,162.34,136.42,2021-03-05,A-01,2021-10-03,477,477,477,2021-04-28,2021-01-04
HDE0H03355,161.32,135.56,2021-03-05,A-01,2021-10-03,474,474,474,2021-04-28,2021-01-04
HDE0H03448,217.82,183.04,2021-03-05,A-01,2021-10-03,640,640,640,2021-04-28,2021-01-04
HDE0H03449,217.81,183.04,2021-03-05,A-01,2021-10-03,640,640,640,2021-04-28,2021-01-04
HDE0H03450,326.73,274.56,2021-03-05,A-01,2021-10-03,960,960,960,2021-04-28,2021-01-04
HDE0H03451,270.57,227.37,2021-03-05,A-01,2021-10-03,795,795,795,2021-04-28,2021-01-04
HDE0H03452,432.91,363.79,2021-03-05,A-01,2021-10-03,1272,1272,1272,2021-04-28,2021-01-04
HDE0H03453,324.68,272.84,2021-03-26,A-01,2021-10-03,954,954,954,2021-04-28,2021-03-19
HDE0H03454,215.09,180.75,2021-03-05,A-01,2021-10-03,632,632,632,2021-04-28,2021-03-19
HDE0210815,2275.28,1912.0,2021-06-25,A-01,2021-10-03,20000,20000,20000,2021-06-30,2021-06-25
HDE0H05003,3370.08,2832.0,2021-02-07,A-01,2021-10-03,20000,20000,20000,2021-04-07,2021-02-07
HDE0610275,714.0,600.0,2021-04-23,A-01,2021-10-03,10000,10000,10000,2021-04-20,2021-04-23
HDE0900151,314.64,264.4,2021-09-04,A-01,2021-10-03,4000,4000,4000,2021-04-20,2021-09-04
HDE0H39001,1262.59,1061.0,2021-05-21,A-01,2021-10-03,10000,10000,10000,2021-05-18,2021-05-21
